wkt_geom,sid,objectid,c28992r100,inw2014,i2014_014,i2014_1524,i2014_2544,i2014_4564,i2014_65pl,p_auto2014,p_wal2014,p_nwal2014,won2012,wozwon2012,i2014_1564,Disable
"Polygon ((85700.0000000037252903 437300.0000000074505806, 85800 437300.0000000074505806, 85800 437199.9999999962747097, 85700.0000000037252903 437199.9999999962747097, 85700.0000000037252903 437300.0000000074505806))",380499,380499,E0857N4372,30,5,5,10,10,5,minder dan 40%,15% tot 25%,45% tot 67%,10,356,25,30
"Polygon ((85800 437300.0000000074505806, 85900 437300.0000000074505806, 85900 437199.9999999962747097, 85800 437199.9999999962747097, 85800 437300.0000000074505806))",380500,380500,E0858N4372,55,15,5,25,5,5,40% tot 60%,geen w. allochtoon,45% tot 67%,20,271,35,1
"Polygon ((85900 437300.0000000074505806, 86000.0000000037252903 437300.0000000074505806, 86000.0000000037252903 437199.9999999962747097, 85900 437199.9999999962747097, 85900 437300.0000000074505806))",380501,380501,E0859N4372,85,15,5,25,20,20,minder dan 40%,8% tot 15%,45% tot 67%,45,103,50,0
"Polygon ((86000.0000000037252903 437300.0000000074505806, 86100.0000000037252903 437300.0000000074505806, 86100.0000000037252903 437199.9999999962747097, 86000.0000000037252903 437199.9999999962747097, 86000.0000000037252903 437300.0000000074505806))",380502,380502,E0860N4372,240,80,25,85,45,5,minder dan 40%,minder dan 8%,67% of meer,95,89,155,0
"Polygon ((86100.0000000037252903 437300.0000000074505806, 86200 437300.0000000074505806, 86200 437199.9999999962747097, 86100.0000000037252903 437199.9999999962747097, 86100.0000000037252903 437300.0000000074505806))",380503,380503,E0861N4372,235,50,30,70,50,35,minder dan 40%,minder dan 8%,67% of meer,100,104,150,0
"Polygon ((86200 437300.0000000074505806, 86300 437300.0000000074505806, 86300 437199.9999999962747097, 86200 437199.9999999962747097, 86200 437300.0000000074505806))",380504,380504,E0862N4372,240,30,10,30,15,155,60% tot 75%,minder dan 8%,25% tot 45%,80,118,55,0
"Polygon ((86300 437300.0000000074505806, 86400.0000000037252903 437300.0000000074505806, 86400.0000000037252903 437199.9999999962747097, 86300 437199.9999999962747097, 86300 437300.0000000074505806))",380505,380505,E0863N4372,0,0,0,0,0,0,geheim,geheim,geheim,-99998,-99998,0,0
"Polygon ((86400.0000000037252903 437300.0000000074505806, 86500.0000000037252903 437300.0000000074505806, 86500.0000000037252903 437199.9999999962747097, 86400.0000000037252903 437199.9999999962747097, 86400.0000000037252903 437300.0000000074505806))",380506,380506,E0864N4372,145,25,20,60,35,15,minder dan 40%,8% tot 15%,45% tot 67%,70,134,115,1
"Polygon ((86500.0000000037252903 437300.0000000074505806, 86600 437300.0000000074505806, 86600 437199.9999999962747097, 86500.0000000037252903 437199.9999999962747097, 86500.0000000037252903 437300.0000000074505806))",380507,380507,E0865N4372,235,70,45,70,40,15,minder dan 40%,minder dan 8%,67% of meer,75,104,155,1
"Polygon ((86600 437300.0000000074505806, 86700 437300.0000000074505806, 86700 437199.9999999962747097, 86600 437199.9999999962747097, 86600 437300.0000000074505806))",380508,380508,E0866N4372,105,30,10,35,10,15,minder dan 40%,minder dan 8%,67% of meer,30,102,55,1
"Polygon ((86700 437300.0000000074505806, 86800.0000000037252903 437300.0000000074505806, 86800.0000000037252903 437199.9999999962747097, 86700 437199.9999999962747097, 86700 437300.0000000074505806))",380509,380509,E0867N4372,10,0,0,5,5,0,60% tot 75%,8% tot 15%,25% tot 45%,5,315,10,0
"Polygon ((86800.0000000037252903 437300.0000000074505806, 86900 437300.0000000074505806, 86900 437199.9999999962747097, 86800.0000000037252903 437199.9999999962747097, 86800.0000000037252903 437300.0000000074505806))",380510,380510,E0868N4372,60,10,5,20,20,0,60% tot 75%,15% tot 25%,10% tot 25%,30,150,45,0
"Polygon ((86900 437300.0000000074505806, 87000 437300.0000000074505806, 87000 437199.9999999962747097, 86900 437199.9999999962747097, 86900 437300.0000000074505806))",380511,380511,E0869N4372,330,75,40,130,75,10,40% tot 60%,15% tot 25%,25% tot 45%,140,167,245,0
"Polygon ((87000 437300.0000000074505806, 87100.0000000037252903 437300.0000000074505806, 87100.0000000037252903 437199.9999999962747097, 87000 437199.9999999962747097, 87000 437300.0000000074505806))",380512,380512,E0870N4372,5,0,0,0,0,0,geheim,geheim,geheim,5,-99997,0,3
"Polygon ((87100.0000000037252903 437300.0000000074505806, 87200.0000000037252903 437300.0000000074505806, 87200.0000000037252903 437199.9999999962747097, 87100.0000000037252903 437199.9999999962747097, 87100.0000000037252903 437300.0000000074505806))",380513,380513,E0871N4372,10,0,0,5,5,0,geheim,geheim,geheim,0,-99997,10,7
"Polygon ((87200.0000000037252903 437300.0000000074505806, 87300 437300.0000000074505806, 87300 437199.9999999962747097, 87200.0000000037252903 437199.9999999962747097, 87200.0000000037252903 437300.0000000074505806))",380514,380514,E0872N4372,65,5,5,15,25,10,75% tot 90%,8% tot 15%,minder dan 10%,50,103,45,0
"Polygon ((87300 437300.0000000074505806, 87400 437300.0000000074505806, 87400 437199.9999999962747097, 87300 437199.9999999962747097, 87300 437300.0000000074505806))",380515,380515,E0873N4372,90,10,5,15,45,15,75% tot 90%,15% tot 25%,minder dan 10%,55,179,65,0
"Polygon ((87400 437300.0000000074505806, 87500.0000000037252903 437300.0000000074505806, 87500.0000000037252903 437199.9999999962747097, 87400 437199.9999999962747097, 87400 437300.0000000074505806))",380516,380516,E0874N4372,65,10,5,30,15,5,75% tot 90%,8% tot 15%,10% tot 25%,20,160,50,1
"Polygon ((87500.0000000037252903 437300.0000000074505806, 87600.0000000074505806 437300.0000000074505806, 87600.0000000074505806 437199.9999999962747097, 87500.0000000037252903 437199.9999999962747097, 87500.0000000037252903 437300.0000000074505806))",380517,380517,E0875N4372,175,25,20,65,40,25,60% tot 75%,15% tot 25%,10% tot 25%,105,125,125,1
"Polygon ((87600.0000000074505806 437300.0000000074505806, 87700 437300.0000000074505806, 87700 437199.9999999962747097, 87600.0000000074505806 437199.9999999962747097, 87600.0000000074505806 437300.0000000074505806))",380518,380518,E0876N4372,200,40,20,65,55,20,40% tot 60%,15% tot 25%,10% tot 25%,75,145,140,0
"Polygon ((87700 437300.0000000074505806, 87800.0000000037252903 437300.0000000074505806, 87800.0000000037252903 437199.9999999962747097, 87700 437199.9999999962747097, 87700 437300.0000000074505806))",380519,380519,E0877N4372,240,35,30,105,50,20,40% tot 60%,15% tot 25%,25% tot 45%,125,112,185,0
"Polygon ((87800.0000000037252903 437300.0000000074505806, 87900.0000000037252903 437300.0000000074505806, 87900.0000000037252903 437199.9999999962747097, 87800.0000000037252903 437199.9999999962747097, 87800.0000000037252903 437300.0000000074505806))",380520,380520,E0878N4372,210,35,30,80,50,10,minder dan 40%,15% tot 25%,45% tot 67%,90,118,160,0
"Polygon ((87900.0000000037252903 437300.0000000074505806, 88000 437300.0000000074505806, 88000 437199.9999999962747097, 87900.0000000037252903 437199.9999999962747097, 87900.0000000037252903 437300.0000000074505806))",380521,380521,E0879N4372,65,20,5,25,10,0,minder dan 40%,8% tot 15%,45% tot 67%,25,103,40,1
"Polygon ((88000 437300.0000000074505806, 88100 437300.0000000074505806, 88100 437199.9999999962747097, 88000 437199.9999999962747097, 88000 437300.0000000074505806))",380522,380522,E0880N4372,250,50,50,75,60,15,minder dan 40%,15% tot 25%,45% tot 67%,105,99,185,0
"Polygon ((88100 437300.0000000074505806, 88200.0000000037252903 437300.0000000074505806, 88200.0000000037252903 437199.9999999962747097, 88100 437199.9999999962747097, 88100 437300.0000000074505806))",380523,380523,E0881N4372,125,25,20,35,25,20,minder dan 40%,15% tot 25%,45% tot 67%,70,87,80,1
"Polygon ((88200.0000000037252903 437300.0000000074505806, 88300.0000000037252903 437300.0000000074505806, 88300.0000000037252903 437199.9999999962747097, 88200.0000000037252903 437199.9999999962747097, 88200.0000000037252903 437300.0000000074505806))",380524,380524,E0882N4372,120,25,20,50,25,5,40% tot 60%,8% tot 15%,45% tot 67%,55,94,95,0
"Polygon ((88300.0000000037252903 437300.0000000074505806, 88400 437300.0000000074505806, 88400 437199.9999999962747097, 88300.0000000037252903 437199.9999999962747097, 88300.0000000037252903 437300.0000000074505806))",380525,380525,E0883N4372,125,20,20,60,25,5,minder dan 40%,15% tot 25%,45% tot 67%,70,88,105,1
"Polygon ((88400 437300.0000000074505806, 88500 437300.0000000074505806, 88500 437199.9999999962747097, 88400 437199.9999999962747097, 88400 437300.0000000074505806))",380526,380526,E0884N4372,260,45,35,120,55,5,minder dan 40%,25% tot 45%,25% tot 45%,155,84,210,1
"Polygon ((88500 437300.0000000074505806, 88600.0000000037252903 437300.0000000074505806, 88600.0000000037252903 437199.9999999962747097, 88500 437199.9999999962747097, 88500 437300.0000000074505806))",380527,380527,E0885N4372,335,65,55,165,45,10,minder dan 40%,25% tot 45%,25% tot 45%,165,83,265,0
"Polygon ((88600.0000000037252903 437300.0000000074505806, 88700 437300.0000000074505806, 88700 437199.9999999962747097, 88600.0000000037252903 437199.9999999962747097, 88600.0000000037252903 437300.0000000074505806))",380528,380528,E0886N4372,100,10,15,40,25,5,minder dan 40%,15% tot 25%,45% tot 67%,60,89,80,1
"Polygon ((89000.0000000037252903 437300.0000000074505806, 89100 437300.0000000074505806, 89100 437199.9999999962747097, 89000.0000000037252903 437199.9999999962747097, 89000.0000000037252903 437300.0000000074505806))",380529,380529,E0890N4372,-99998,0,0,0,0,0,nihil,nihil,nihil,0,-99997,0,-99998
"Polygon ((89500 437300.0000000074505806, 89600 437300.0000000074505806, 89600 437199.9999999962747097, 89500 437199.9999999962747097, 89500 437300.0000000074505806))",380530,380530,E0895N4372,145,25,20,30,35,40,minder dan 40%,minder dan 8%,67% of meer,70,79,85,1
"Polygon ((89600 437300.0000000074505806, 89700.0000000037252903 437300.0000000074505806, 89700.0000000037252903 437199.9999999962747097, 89600 437199.9999999962747097, 89600 437300.0000000074505806))",380531,380531,E0896N4372,275,70,50,80,55,15,minder dan 40%,minder dan 8%,67% of meer,105,119,185,0
"Polygon ((89700.0000000037252903 437300.0000000074505806, 89800 437300.0000000074505806, 89800 437199.9999999962747097, 89700.0000000037252903 437199.9999999962747097, 89700.0000000037252903 437300.0000000074505806))",380532,380532,E0897N4372,345,75,55,110,85,15,minder dan 40%,minder dan 8%,67% of meer,120,152,250,1
"Polygon ((89900 437300.0000000074505806, 90000.0000000037252903 437300.0000000074505806, 90000.0000000037252903 437199.9999999962747097, 89900 437199.9999999962747097, 89900 437300.0000000074505806))",380533,380533,E0899N4372,65,5,25,20,5,10,minder dan 40%,15% tot 25%,45% tot 67%,20,-99997,50,1
"Polygon ((90000.0000000037252903 437300.0000000074505806, 90100.0000000037252903 437300.0000000074505806, 90100.0000000037252903 437199.9999999962747097, 90000.0000000037252903 437199.9999999962747097, 90000.0000000037252903 437300.0000000074505806))",380534,380534,E0900N4372,280,55,55,65,55,55,minder dan 40%,minder dan 8%,67% of meer,110,129,175,0
"Polygon ((90100.0000000037252903 437300.0000000074505806, 90200 437300.0000000074505806, 90200 437199.9999999962747097, 90100.0000000037252903 437199.9999999962747097, 90100.0000000037252903 437300.0000000074505806))",380535,380535,E0901N4372,180,35,35,65,35,15,40% tot 60%,25% tot 45%,25% tot 45%,75,165,135,0
"Polygon ((90200 437300.0000000074505806, 90300 437300.0000000074505806, 90300 437199.9999999962747097, 90200 437199.9999999962747097, 90200 437300.0000000074505806))",380536,380536,E0902N4372,295,45,70,105,65,10,minder dan 40%,15% tot 25%,45% tot 67%,110,127,240,0
"Polygon ((90300 437300.0000000074505806, 90400.0000000037252903 437300.0000000074505806, 90400.0000000037252903 437199.9999999962747097, 90300 437199.9999999962747097, 90300 437300.0000000074505806))",380537,380537,E0903N4372,275,60,55,100,55,10,minder dan 40%,8% tot 15%,45% tot 67%,115,126,210,1
"Polygon ((90400.0000000037252903 437300.0000000074505806, 90500.0000000037252903 437300.0000000074505806, 90500.0000000037252903 437199.9999999962747097, 90400.0000000037252903 437199.9999999962747097, 90400.0000000037252903 437300.0000000074505806))",380538,380538,E0904N4372,215,45,40,85,40,10,minder dan 40%,8% tot 15%,45% tot 67%,90,140,165,0
"Polygon ((90500.0000000037252903 437300.0000000074505806, 90600 437300.0000000074505806, 90600 437199.9999999962747097, 90500.0000000037252903 437199.9999999962747097, 90500.0000000037252903 437300.0000000074505806))",380539,380539,E0905N4372,140,25,20,60,30,5,40% tot 60%,8% tot 15%,25% tot 45%,50,205,110,0
"Polygon ((90600 437300.0000000074505806, 90700 437300.0000000074505806, 90700 437199.9999999962747097, 90600 437199.9999999962747097, 90600 437300.0000000074505806))",380540,380540,E0906N4372,235,35,45,105,35,15,40% tot 60%,15% tot 25%,25% tot 45%,105,146,185,1
"Polygon ((90700 437300.0000000074505806, 90800.0000000037252903 437300.0000000074505806, 90800.0000000037252903 437199.9999999962747097, 90700 437199.9999999962747097, 90700 437300.0000000074505806))",380541,380541,E0907N4372,245,40,45,75,65,25,minder dan 40%,8% tot 15%,45% tot 67%,110,122,185,0
"Polygon ((90800.0000000037252903 437300.0000000074505806, 90900 437300.0000000074505806, 90900 437199.9999999962747097, 90800.0000000037252903 437199.9999999962747097, 90800.0000000037252903 437300.0000000074505806))",380542,380542,E0908N4372,30,5,5,15,10,0,60% tot 75%,25% tot 45%,minder dan 10%,10,-99997,30,4
"Polygon ((90900 437300.0000000074505806, 91000 437300.0000000074505806, 91000 437199.9999999962747097, 90900 437199.9999999962747097, 90900 437300.0000000074505806))",380543,380543,E0909N4372,100,15,20,20,35,5,60% tot 75%,15% tot 25%,minder dan 10%,25,464,75,0
"Polygon ((91000 437300.0000000074505806, 91100.0000000037252903 437300.0000000074505806, 91100.0000000037252903 437199.9999999962747097, 91000 437199.9999999962747097, 91000 437300.0000000074505806))",380544,380544,E0910N4372,210,40,20,70,45,35,40% tot 60%,15% tot 25%,25% tot 45%,110,176,135,1
"Polygon ((91100.0000000037252903 437300.0000000074505806, 91200.0000000037252903 437300.0000000074505806, 91200.0000000037252903 437199.9999999962747097, 91100.0000000037252903 437199.9999999962747097, 91100.0000000037252903 437300.0000000074505806))",380545,380545,E0911N4372,160,25,25,55,30,20,minder dan 40%,8% tot 15%,45% tot 67%,75,141,110,1
"Polygon ((91200.0000000037252903 437300.0000000074505806, 91300 437300.0000000074505806, 91300 437199.9999999962747097, 91200.0000000037252903 437199.9999999962747097, 91200.0000000037252903 437300.0000000074505806))",380546,380546,E0912N4372,195,25,35,60,55,20,minder dan 40%,minder dan 8%,67% of meer,85,105,150,0
"Polygon ((91300 437300.0000000074505806, 91400 437300.0000000074505806, 91400 437199.9999999962747097, 91300 437199.9999999962747097, 91300 437300.0000000074505806))",380547,380547,E0913N4372,140,25,10,45,45,20,minder dan 40%,8% tot 15%,67% of meer,75,103,100,0
"Polygon ((91400 437300.0000000074505806, 91500.0000000037252903 437300.0000000074505806, 91500.0000000037252903 437199.9999999962747097, 91400 437199.9999999962747097, 91400 437300.0000000074505806))",380548,380548,E0914N4372,145,10,15,55,35,30,minder dan 40%,15% tot 25%,45% tot 67%,90,175,105,0
"Polygon ((91500.0000000037252903 437300.0000000074505806, 91600 437300.0000000074505806, 91600 437199.9999999962747097, 91500.0000000037252903 437199.9999999962747097, 91500.0000000037252903 437300.0000000074505806))",380549,380549,E0915N4372,190,35,35,60,45,15,minder dan 40%,minder dan 8%,67% of meer,65,143,140,1
"Polygon ((91600 437300.0000000074505806, 91700 437300.0000000074505806, 91700 437199.9999999962747097, 91600 437199.9999999962747097, 91600 437300.0000000074505806))",380550,380550,E0916N4372,300,55,40,100,70,30,minder dan 40%,8% tot 15%,67% of meer,125,113,210,1
"Polygon ((91700 437300.0000000074505806, 91800.0000000037252903 437300.0000000074505806, 91800.0000000037252903 437199.9999999962747097, 91700 437199.9999999962747097, 91700 437300.0000000074505806))",380551,380551,E0917N4372,260,15,20,55,50,120,minder dan 40%,15% tot 25%,45% tot 67%,115,98,125,0
"Polygon ((91800.0000000037252903 437300.0000000074505806, 91900.0000000037252903 437300.0000000074505806, 91900.0000000037252903 437199.9999999962747097, 91800.0000000037252903 437199.9999999962747097, 91800.0000000037252903 437300.0000000074505806))",380552,380552,E0918N4372,120,10,20,35,45,10,minder dan 40%,8% tot 15%,45% tot 67%,75,123,100,0
"Polygon ((91900.0000000037252903 437300.0000000074505806, 92000 437300.0000000074505806, 92000 437199.9999999962747097, 91900.0000000037252903 437199.9999999962747097, 91900.0000000037252903 437300.0000000074505806))",380553,380553,E0919N4372,10,0,0,5,0,0,60% tot 75%,15% tot 25%,10% tot 25%,0,-99999,5,7
"Polygon ((92000 437300.0000000074505806, 92100 437300.0000000074505806, 92100 437199.9999999962747097, 92000 437199.9999999962747097, 92000 437300.0000000074505806))",380554,380554,E0920N4372,125,10,10,65,40,0,minder dan 40%,25% tot 45%,45% tot 67%,10,-99997,115,0
"Polygon ((92100 437300.0000000074505806, 92200.0000000037252903 437300.0000000074505806, 92200.0000000037252903 437199.9999999962747097, 92100 437199.9999999962747097, 92100 437300.0000000074505806))",380555,380555,E0921N4372,170,15,20,70,40,20,minder dan 40%,8% tot 15%,45% tot 67%,105,151,130,0
"Polygon ((92200.0000000037252903 437300.0000000074505806, 92300.0000000037252903 437300.0000000074505806, 92300.0000000037252903 437199.9999999962747097, 92200.0000000037252903 437199.9999999962747097, 92200.0000000037252903 437300.0000000074505806))",380556,380556,E0922N4372,15,0,0,5,5,0,minder dan 40%,8% tot 15%,45% tot 67%,10,184,10,12
"Polygon ((92300.0000000037252903 437300.0000000074505806, 92400 437300.0000000074505806, 92400 437199.9999999962747097, 92300.0000000037252903 437199.9999999962747097, 92300.0000000037252903 437300.0000000074505806))",380557,380557,E0923N4372,295,20,10,115,65,85,40% tot 60%,15% tot 25%,25% tot 45%,210,140,190,1
"Polygon ((92400 437300.0000000074505806, 92500 437300.0000000074505806, 92500 437199.9999999962747097, 92400 437199.9999999962747097, 92400 437300.0000000074505806))",380558,380558,E0924N4372,5,0,0,5,0,0,geheim,geheim,geheim,-99998,-99998,5,0
"Polygon ((92700 437300.0000000074505806, 92800 437300.0000000074505806, 92800 437199.9999999962747097, 92700 437199.9999999962747097, 92700 437300.0000000074505806))",380559,380559,E0927N4372,-99998,0,0,0,0,0,nihil,nihil,nihil,-99998,-99998,0,-99998
"Polygon ((92800 437300.0000000074505806, 92900.0000000037252903 437300.0000000074505806, 92900.0000000037252903 437199.9999999962747097, 92800 437199.9999999962747097, 92800 437300.0000000074505806))",380560,380560,E0928N4372,-99998,0,0,0,0,0,nihil,nihil,nihil,-99998,-99998,0,-99998
"Polygon ((92900.0000000037252903 437300.0000000074505806, 93000.0000000037252903 437300.0000000074505806, 93000.0000000037252903 437199.9999999962747097, 92900.0000000037252903 437199.9999999962747097, 92900.0000000037252903 437300.0000000074505806))",380561,380561,E0929N4372,35,0,5,15,10,10,60% tot 75%,8% tot 15%,10% tot 25%,20,203,30,3
"Polygon ((93200 437300.0000000074505806, 93300.0000000037252903 437300.0000000074505806, 93300.0000000037252903 437199.9999999962747097, 93200 437199.9999999962747097, 93200 437300.0000000074505806))",380562,380562,E0932N4372,90,5,10,45,20,15,60% tot 75%,15% tot 25%,10% tot 25%,65,126,75,0
"Polygon ((93300.0000000037252903 437300.0000000074505806, 93400.0000000037252903 437300.0000000074505806, 93400.0000000037252903 437199.9999999962747097, 93300.0000000037252903 437199.9999999962747097, 93300.0000000037252903 437300.0000000074505806))",380563,380563,E0933N4372,205,20,30,95,50,15,40% tot 60%,8% tot 15%,25% tot 45%,115,159,175,1
"Polygon ((93400.0000000037252903 437300.0000000074505806, 93500 437300.0000000074505806, 93500 437199.9999999962747097, 93400.0000000037252903 437199.9999999962747097, 93400.0000000037252903 437300.0000000074505806))",380564,380564,E0934N4372,365,55,40,150,90,30,minder dan 40%,8% tot 15%,45% tot 67%,215,139,280,1
"Polygon ((93500 437300.0000000074505806, 93600 437300.0000000074505806, 93600 437199.9999999962747097, 93500 437199.9999999962747097, 93500 437300.0000000074505806))",380565,380565,E0935N4372,165,15,10,65,45,25,40% tot 60%,8% tot 15%,25% tot 45%,100,150,120,0
"Polygon ((93600 437300.0000000074505806, 93700.0000000037252903 437300.0000000074505806, 93700.0000000037252903 437199.9999999962747097, 93600 437199.9999999962747097, 93600 437300.0000000074505806))",380566,380566,E0936N4372,105,15,5,45,35,10,40% tot 60%,15% tot 25%,10% tot 25%,40,130,85,1
"Polygon ((93700.0000000037252903 437300.0000000074505806, 93800 437300.0000000074505806, 93800 437199.9999999962747097, 93700.0000000037252903 437199.9999999962747097, 93700.0000000037252903 437300.0000000074505806))",380567,380567,E0937N4372,190,0,130,55,5,0,40% tot 60%,15% tot 25%,25% tot 45%,15,-99997,190,1
"Polygon ((93800 437300.0000000074505806, 93900 437300.0000000074505806, 93900 437199.9999999962747097, 93800 437199.9999999962747097, 93800 437300.0000000074505806))",380568,380568,E0938N4372,215,0,170,45,0,0,60% tot 75%,8% tot 15%,10% tot 25%,-99998,-99998,215,1
"Polygon ((94000.0000000037252903 437300.0000000074505806, 94100.0000000037252903 437300.0000000074505806, 94100.0000000037252903 437199.9999999962747097, 94000.0000000037252903 437199.9999999962747097, 94000.0000000037252903 437300.0000000074505806))",380569,380569,E0940N4372,0,0,0,0,0,0,geheim,geheim,geheim,0,-99999,0,0
"Polygon ((94100.0000000037252903 437300.0000000074505806, 94200 437300.0000000074505806, 94200 437199.9999999962747097, 94100.0000000037252903 437199.9999999962747097, 94100.0000000037252903 437300.0000000074505806))",380570,380570,E0941N4372,85,0,0,15,20,45,60% tot 75%,15% tot 25%,minder dan 10%,60,278,35,0
"Polygon ((94200 437300.0000000074505806, 94300 437300.0000000074505806, 94300 437199.9999999962747097, 94200 437199.9999999962747097, 94200 437300.0000000074505806))",380571,380571,E0942N4372,85,0,5,20,20,40,75% tot 90%,15% tot 25%,minder dan 10%,65,258,45,1
"Polygon ((94300 437300.0000000074505806, 94400.0000000037252903 437300.0000000074505806, 94400.0000000037252903 437199.9999999962747097, 94300 437199.9999999962747097, 94300 437300.0000000074505806))",380572,380572,E0943N4372,10,0,0,5,0,0,geheim,geheim,geheim,5,-99997,5,4
"Polygon ((94400.0000000037252903 437300.0000000074505806, 94500.0000000074505806 437300.0000000074505806, 94500.0000000074505806 437199.9999999962747097, 94400.0000000037252903 437199.9999999962747097, 94400.0000000037252903 437300.0000000074505806))",380573,380573,E0944N4372,75,5,20,30,10,5,40% tot 60%,15% tot 25%,25% tot 45%,40,126,60,0
"Polygon ((94500.0000000074505806 437300.0000000074505806, 94600 437300.0000000074505806, 94600 437199.9999999962747097, 94500.0000000074505806 437199.9999999962747097, 94500.0000000074505806 437300.0000000074505806))",380574,380574,E0945N4372,60,10,5,30,10,5,60% tot 75%,15% tot 25%,10% tot 25%,20,258,45,1
"Polygon ((94600 437300.0000000074505806, 94700.0000000037252903 437300.0000000074505806, 94700.0000000037252903 437199.9999999962747097, 94600 437199.9999999962747097, 94600 437300.0000000074505806))",380575,380575,E0946N4372,75,0,55,15,0,5,60% tot 75%,15% tot 25%,10% tot 25%,10,-99999,70,0
"Polygon ((94700.0000000037252903 437300.0000000074505806, 94800.0000000037252903 437300.0000000074505806, 94800.0000000037252903 437199.9999999962747097, 94700.0000000037252903 437199.9999999962747097, 94700.0000000037252903 437300.0000000074505806))",380576,380576,E0947N4372,190,15,95,60,15,5,75% tot 90%,8% tot 15%,10% tot 25%,80,-99999,170,1
"Polygon ((94800.0000000037252903 437300.0000000074505806, 94900 437300.0000000074505806, 94900 437199.9999999962747097, 94800.0000000037252903 437199.9999999962747097, 94800.0000000037252903 437300.0000000074505806))",380577,380577,E0948N4372,140,15,25,70,30,5,60% tot 75%,15% tot 25%,10% tot 25%,65,201,125,1
"Polygon ((94900 437300.0000000074505806, 95000 437300.0000000074505806, 95000 437199.9999999962747097, 94900 437199.9999999962747097, 94900 437300.0000000074505806))",380578,380578,E0949N4372,25,5,0,0,15,5,60% tot 75%,15% tot 25%,10% tot 25%,15,-99999,15,22
"Polygon ((95000 437300.0000000074505806, 95100.0000000037252903 437300.0000000074505806, 95100.0000000037252903 437199.9999999962747097, 95000 437199.9999999962747097, 95000 437300.0000000074505806))",380579,380579,E0950N4372,40,10,0,0,15,15,75% tot 90%,8% tot 15%,minder dan 10%,15,1019,15,23
"Polygon ((95100.0000000037252903 437300.0000000074505806, 95200.0000000037252903 437300.0000000074505806, 95200.0000000037252903 437199.9999999962747097, 95100.0000000037252903 437199.9999999962747097, 95100.0000000037252903 437300.0000000074505806))",380580,380580,E0951N4372,30,10,0,10,5,5,90% of meer,minder dan 8%,geen nw. allochtoon,10,1018,15,20
"Polygon ((95200.0000000037252903 437300.0000000074505806, 95300 437300.0000000074505806, 95300 437199.9999999962747097, 95200.0000000037252903 437199.9999999962747097, 95200.0000000037252903 437300.0000000074505806))",380581,380581,E0952N4372,10,0,0,0,0,10,75% tot 90%,15% tot 25%,geen nw. allochtoon,5,574,0,5
"Polygon ((95300 437300.0000000074505806, 95400 437300.0000000074505806, 95400 437199.9999999962747097, 95300 437199.9999999962747097, 95300 437300.0000000074505806))",380582,380582,E0953N4372,10,0,0,0,0,5,geheim,geheim,geheim,5,1490,0,1
"Polygon ((95400 437300.0000000074505806, 95500.0000000037252903 437300.0000000074505806, 95500.0000000037252903 437199.9999999962747097, 95400 437199.9999999962747097, 95400 437300.0000000074505806))",380583,380583,E0954N4372,10,0,5,0,5,0,geheim,geheim,geheim,5,-99997,10,0
"Polygon ((95500.0000000037252903 437300.0000000074505806, 95600 437300.0000000074505806, 95600 437199.9999999962747097, 95500.0000000037252903 437199.9999999962747097, 95500.0000000037252903 437300.0000000074505806))",380584,380584,E0955N4372,15,5,5,0,5,5,geheim,geheim,geheim,5,1134,10,15
"Polygon ((95700 437300.0000000074505806, 95800.0000000037252903 437300.0000000074505806, 95800.0000000037252903 437199.9999999962747097, 95700 437199.9999999962747097, 95700 437300.0000000074505806))",380585,380585,E0957N4372,60,5,25,20,5,5,75% tot 90%,15% tot 25%,minder dan 10%,25,296,50,1
"Polygon ((95800.0000000037252903 437300.0000000074505806, 95900.0000000037252903 437300.0000000074505806, 95900.0000000037252903 437199.9999999962747097, 95800.0000000037252903 437199.9999999962747097, 95800.0000000037252903 437300.0000000074505806))",380586,380586,E0958N4372,50,0,5,20,5,20,75% tot 90%,8% tot 15%,10% tot 25%,40,178,30,38
"Polygon ((95900.0000000037252903 437300.0000000074505806, 96000 437300.0000000074505806, 96000 437199.9999999962747097, 95900.0000000037252903 437199.9999999962747097, 95900.0000000037252903 437300.0000000074505806))",380587,380587,E0959N4372,40,5,0,10,10,10,75% tot 90%,15% tot 25%,minder dan 10%,25,273,20,14
"Polygon ((96000 437300.0000000074505806, 96100 437300.0000000074505806, 96100 437199.9999999962747097, 96000 437199.9999999962747097, 96000 437300.0000000074505806))",380588,380588,E0960N4372,10,5,0,0,0,0,geheim,geheim,geheim,5,-99997,0,5
"Polygon ((96600.0000000037252903 437300.0000000074505806, 96700 437300.0000000074505806, 96700 437199.9999999962747097, 96600.0000000037252903 437199.9999999962747097, 96600.0000000037252903 437300.0000000074505806))",380589,380589,E0966N4372,10,0,5,5,0,0,geheim,geheim,geheim,-99998,-99998,10,8
"Polygon ((96700 437300.0000000074505806, 96800 437300.0000000074505806, 96800 437199.9999999962747097, 96700 437199.9999999962747097, 96700 437300.0000000074505806))",380590,380590,E0967N4372,100,0,70,30,5,0,40% tot 60%,8% tot 15%,45% tot 67%,-99998,-99998,105,0
