wkt_geom,sid,objectid,c28992r100,inw2014,i2014_014,i2014_1524,i2014_2544,i2014_4564,i2014_65pl,p_auto2014,p_wal2014,p_nwal2014,won2012,wozwon2012,i2014_1564,Disable
"Polygon ((91100.0000000037252903 443500, 91200.0000000037252903 443500, 91200.0000000037252903 443400.0000000037252903, 91100.0000000037252903 443400.0000000037252903, 91100.0000000037252903 443500))",354100,354100,E0911N4434,50,15,0,10,10,10,75% tot 90%,8% tot 15%,minder dan 10%,20,288,20,44
"Polygon ((91200.0000000037252903 443500, 91300 443500, 91300 443400.0000000037252903, 91200.0000000037252903 443400.0000000037252903, 91200.0000000037252903 443500))",354101,354101,E0912N4434,10,0,5,5,5,0,60% tot 75%,15% tot 25%,10% tot 25%,5,-99997,15,9
"Polygon ((91300 443500, 91400 443500, 91400 443400.0000000037252903, 91300 443400.0000000037252903, 91300 443500))",354102,354102,E0913N4434,-99998,0,0,0,0,0,nihil,nihil,nihil,0,-99999,0,-99998
"Polygon ((91500.0000000037252903 443500, 91600 443500, 91600 443400.0000000037252903, 91500.0000000037252903 443400.0000000037252903, 91500.0000000037252903 443500))",354103,354103,E0915N4434,0,0,0,0,0,0,geheim,geheim,geheim,0,-99999,0,0
"Polygon ((91600 443500, 91700 443500, 91700 443400.0000000037252903, 91600 443400.0000000037252903, 91600 443500))",354104,354104,E0916N4434,-99998,0,0,0,0,0,nihil,nihil,nihil,-99998,-99998,0,-99998
"Polygon ((91900.0000000037252903 443500, 92000 443500, 92000 443400.0000000037252903, 91900.0000000037252903 443400.0000000037252903, 91900.0000000037252903 443500))",354105,354105,E0919N4434,-99998,0,0,0,0,0,nihil,nihil,nihil,-99998,-99998,0,-99998
"Polygon ((92400 443500, 92500 443500, 92500 443400.0000000037252903, 92400 443400.0000000037252903, 92400 443500))",354106,354106,E0924N4434,5,5,0,5,0,0,geheim,geheim,geheim,0,-99997,5,5
"Polygon ((92500 443500, 92600.0000000037252903 443500, 92600.0000000037252903 443400.0000000037252903, 92500 443400.0000000037252903, 92500 443500))",354107,354107,E0925N4434,10,0,5,0,0,0,geheim,geheim,geheim,0,-99997,5,6
"Polygon ((93700.0000000037252903 443500, 93800 443500, 93800 443400.0000000037252903, 93700.0000000037252903 443400.0000000037252903, 93700.0000000037252903 443500))",354108,354108,E0937N4434,-99998,0,0,0,0,0,nihil,nihil,nihil,-99998,-99998,0,-99998
"Polygon ((93800 443500, 93900 443500, 93900 443400.0000000037252903, 93800 443400.0000000037252903, 93800 443500))",354109,354109,E0938N4434,10,0,5,5,0,0,90% of meer,geen w. allochtoon,geen nw. allochtoon,5,714,10,6
"Polygon ((95900.0000000037252903 443500, 96000 443500, 96000 443400.0000000037252903, 95900.0000000037252903 443400.0000000037252903, 95900.0000000037252903 443500))",354110,354110,E0959N4434,5,0,0,5,0,0,geheim,geheim,geheim,0,-99997,5,2
"Polygon ((96000 443500, 96100 443500, 96100 443400.0000000037252903, 96000 443400.0000000037252903, 96000 443500))",354111,354111,E0960N4434,0,0,0,0,0,0,geheim,geheim,geheim,0,-99997,0,0
"Polygon ((96300.0000000037252903 443500, 96400 443500, 96400 443400.0000000037252903, 96300.0000000037252903 443400.0000000037252903, 96300.0000000037252903 443500))",354112,354112,E0963N4434,0,0,0,0,0,0,geheim,geheim,geheim,0,-99997,0,0
"Polygon ((97700.0000000037252903 443500, 97800 443500, 97800 443400.0000000037252903, 97700.0000000037252903 443400.0000000037252903, 97700.0000000037252903 443500))",354113,354113,E0977N4434,20,0,0,5,10,5,60% tot 75%,geen w. allochtoon,25% tot 45%,10,346,15,18
"Polygon ((97800 443500, 97900 443500, 97900 443400.0000000037252903, 97800 443400.0000000037252903, 97800 443500))",354114,354114,E0978N4434,10,5,0,0,0,5,geheim,geheim,geheim,5,-99997,0,8
"Polygon ((99500.0000000037252903 443500, 99600 443500, 99600 443400.0000000037252903, 99500.0000000037252903 443400.0000000037252903, 99500.0000000037252903 443500))",354115,354115,E0995N4434,10,5,0,0,5,0,geheim,geheim,geheim,5,-99997,5,7
"Polygon ((99600 443500, 99700 443500, 99700 443400.0000000037252903, 99600 443400.0000000037252903, 99600 443500))",354116,354116,E0996N4434,55,20,10,15,15,0,90% of meer,minder dan 8%,minder dan 10%,15,457,40,1
"Polygon ((99700 443500, 99800.0000000037252903 443500, 99800.0000000037252903 443400.0000000037252903, 99700 443400.0000000037252903, 99700 443500))",354117,354117,E0997N4434,75,20,10,30,15,0,60% tot 75%,8% tot 15%,10% tot 25%,25,310,55,1
"Polygon ((99800.0000000037252903 443500, 99900.0000000037252903 443500, 99900.0000000037252903 443400.0000000037252903, 99800.0000000037252903 443400.0000000037252903, 99800.0000000037252903 443500))",354118,354118,E0998N4434,85,15,0,25,20,25,75% tot 90%,8% tot 15%,minder dan 10%,35,240,45,1
"Polygon ((100000 443500, 100100 443500, 100100 443400.0000000037252903, 100000 443400.0000000037252903, 100000 443500))",354119,354119,E1000N4434,0,0,0,0,0,0,geheim,geheim,geheim,-99998,-99998,0,0
"Polygon ((100200.0000000037252903 443500, 100300.0000000037252903 443500, 100300.0000000037252903 443400.0000000037252903, 100200.0000000037252903 443400.0000000037252903, 100200.0000000037252903 443500))",354120,354120,E1002N4434,105,45,0,50,5,0,60% tot 75%,minder dan 8%,10% tot 25%,30,285,55,1
"Polygon ((88000 443400.0000000037252903, 88100 443400.0000000037252903, 88100 443300.0000000037252903, 88000 443300.0000000037252903, 88000 443400.0000000037252903))",354525,354525,E0880N4433,0,0,0,0,0,0,geheim,geheim,geheim,0,-99999,0,0
"Polygon ((88700 443400.0000000037252903, 88800 443400.0000000037252903, 88800 443300.0000000037252903, 88700 443300.0000000037252903, 88700 443400.0000000037252903))",354526,354526,E0887N4433,0,0,0,0,0,0,geheim,geheim,geheim,0,-99999,0,0
"Polygon ((89100 443400.0000000037252903, 89200 443400.0000000037252903, 89200 443300.0000000037252903, 89100 443300.0000000037252903, 89100 443400.0000000037252903))",354527,354527,E0891N4433,10,5,0,5,0,0,90% of meer,geen w. allochtoon,geen nw. allochtoon,5,305,5,0
"Polygon ((89200 443400.0000000037252903, 89300.0000000037252903 443400.0000000037252903, 89300.0000000037252903 443300.0000000037252903, 89200 443300.0000000037252903, 89200 443400.0000000037252903))",354528,354528,E0892N4433,5,5,0,0,0,0,geheim,geheim,geheim,0,-99997,0,0
"Polygon ((89400.0000000037252903 443400.0000000037252903, 89500 443400.0000000037252903, 89500 443300.0000000037252903, 89400.0000000037252903 443300.0000000037252903, 89400.0000000037252903 443400.0000000037252903))",354529,354529,E0894N4433,-99998,0,0,0,0,0,nihil,nihil,nihil,-99998,-99998,0,-99998
"Polygon ((89500 443400.0000000037252903, 89600 443400.0000000037252903, 89600 443300.0000000037252903, 89500 443300.0000000037252903, 89500 443400.0000000037252903))",354530,354530,E0895N4433,0,0,0,0,0,0,geheim,geheim,geheim,0,-99997,0,0
"Polygon ((89600 443400.0000000037252903, 89700.0000000037252903 443400.0000000037252903, 89700.0000000037252903 443300.0000000037252903, 89600 443300.0000000037252903, 89600 443400.0000000037252903))",354531,354531,E0896N4433,15,0,5,5,5,5,90% of meer,geen w. allochtoon,geen nw. allochtoon,10,-99999,15,13
"Polygon ((90700 443400.0000000037252903, 90800.0000000037252903 443400.0000000037252903, 90800.0000000037252903 443300.0000000037252903, 90700 443300.0000000037252903, 90700 443400.0000000037252903))",354532,354532,E0907N4433,15,0,0,5,5,5,geheim,geheim,geheim,5,251,10,7
"Polygon ((90800.0000000037252903 443400.0000000037252903, 90900 443400.0000000037252903, 90900 443300.0000000037252903, 90800.0000000037252903 443300.0000000037252903, 90800.0000000037252903 443400.0000000037252903))",354533,354533,E0908N4433,15,0,5,5,5,0,75% tot 90%,minder dan 8%,10% tot 25%,0,-99997,15,2
"Polygon ((90900 443400.0000000037252903, 91000 443400.0000000037252903, 91000 443300.0000000037252903, 90900 443300.0000000037252903, 90900 443400.0000000037252903))",354534,354534,E0909N4433,20,5,0,5,5,0,75% tot 90%,minder dan 8%,minder dan 10%,5,292,10,0
"Polygon ((91000 443400.0000000037252903, 91100.0000000037252903 443400.0000000037252903, 91100.0000000037252903 443300.0000000037252903, 91000 443300.0000000037252903, 91000 443400.0000000037252903))",354535,354535,E0910N4433,50,10,0,15,15,10,90% of meer,minder dan 8%,minder dan 10%,20,254,30,20
"Polygon ((91100.0000000037252903 443400.0000000037252903, 91200.0000000037252903 443400.0000000037252903, 91200.0000000037252903 443300.0000000037252903, 91100.0000000037252903 443300.0000000037252903, 91100.0000000037252903 443400.0000000037252903))",354536,354536,E0911N4433,65,10,10,20,20,5,90% of meer,minder dan 8%,geen nw. allochtoon,25,204,50,1
"Polygon ((91200.0000000037252903 443400.0000000037252903, 91300 443400.0000000037252903, 91300 443300.0000000037252903, 91200.0000000037252903 443300.0000000037252903, 91200.0000000037252903 443400.0000000037252903))",354537,354537,E0912N4433,10,0,0,5,0,5,geheim,geheim,geheim,5,-99997,5,0
"Polygon ((93700.0000000037252903 443400.0000000037252903, 93800 443400.0000000037252903, 93800 443300.0000000037252903, 93700.0000000037252903 443300.0000000037252903, 93700.0000000037252903 443400.0000000037252903))",354538,354538,E0937N4433,-99998,0,0,0,0,0,nihil,nihil,nihil,-99998,-99998,0,-99998
"Polygon ((93800 443400.0000000037252903, 93900 443400.0000000037252903, 93900 443300.0000000037252903, 93800 443300.0000000037252903, 93800 443400.0000000037252903))",354539,354539,E0938N4433,0,0,0,0,0,0,geheim,geheim,geheim,0,-99999,0,0
"Polygon ((95900.0000000037252903 443400.0000000037252903, 96000 443400.0000000037252903, 96000 443300.0000000037252903, 95900.0000000037252903 443300.0000000037252903, 95900.0000000037252903 443400.0000000037252903))",354540,354540,E0959N4433,-99998,0,0,0,0,0,nihil,nihil,nihil,0,-99997,0,-99998
"Polygon ((97600 443400.0000000037252903, 97700.0000000037252903 443400.0000000037252903, 97700.0000000037252903 443300.0000000037252903, 97600 443300.0000000037252903, 97600 443400.0000000037252903))",354541,354541,E0976N4433,0,0,0,0,0,0,geheim,geheim,geheim,0,-99997,0,0
"Polygon ((97700.0000000037252903 443400.0000000037252903, 97800 443400.0000000037252903, 97800 443300.0000000037252903, 97700.0000000037252903 443300.0000000037252903, 97700.0000000037252903 443400.0000000037252903))",354542,354542,E0977N4433,5,0,0,0,0,0,geheim,geheim,geheim,5,-99997,0,5
"Polygon ((97900 443400.0000000037252903, 98000.0000000037252903 443400.0000000037252903, 98000.0000000037252903 443300.0000000037252903, 97900 443300.0000000037252903, 97900 443400.0000000037252903))",354543,354543,E0979N4433,10,0,0,0,5,0,geheim,geheim,geheim,5,409,5,0
"Polygon ((98000.0000000037252903 443400.0000000037252903, 98100.0000000037252903 443400.0000000037252903, 98100.0000000037252903 443300.0000000037252903, 98000.0000000037252903 443300.0000000037252903, 98000.0000000037252903 443400.0000000037252903))",354544,354544,E0980N4433,0,0,0,0,0,0,geheim,geheim,geheim,0,-99997,0,0
"Polygon ((99300 443400.0000000037252903, 99400 443400.0000000037252903, 99400 443300.0000000037252903, 99300 443300.0000000037252903, 99300 443400.0000000037252903))",354545,354545,E0993N4433,0,0,0,0,0,0,geheim,geheim,geheim,0,-99997,0,0
"Polygon ((99400 443400.0000000037252903, 99500.0000000037252903 443400.0000000037252903, 99500.0000000037252903 443300.0000000037252903, 99400 443300.0000000037252903, 99400 443400.0000000037252903))",354546,354546,E0994N4433,10,5,0,5,0,0,90% of meer,geen w. allochtoon,geen nw. allochtoon,5,-99997,5,3
"Polygon ((99500.0000000037252903 443400.0000000037252903, 99600 443400.0000000037252903, 99600 443300.0000000037252903, 99500.0000000037252903 443300.0000000037252903, 99500.0000000037252903 443400.0000000037252903))",354547,354547,E0995N4433,10,5,0,5,5,0,90% of meer,geen w. allochtoon,geen nw. allochtoon,-99998,-99998,10,7
"Polygon ((99600 443400.0000000037252903, 99700 443400.0000000037252903, 99700 443300.0000000037252903, 99600 443300.0000000037252903, 99600 443400.0000000037252903))",354548,354548,E0996N4433,65,25,5,30,10,0,75% tot 90%,minder dan 8%,10% tot 25%,20,289,45,0
"Polygon ((99700 443400.0000000037252903, 99800.0000000037252903 443400.0000000037252903, 99800.0000000037252903 443300.0000000037252903, 99700 443300.0000000037252903, 99700 443400.0000000037252903))",354549,354549,E0997N4433,105,45,0,50,10,0,60% tot 75%,8% tot 15%,10% tot 25%,35,281,60,1
"Polygon ((99800.0000000037252903 443400.0000000037252903, 99900.0000000037252903 443400.0000000037252903, 99900.0000000037252903 443300.0000000037252903, 99800.0000000037252903 443300.0000000037252903, 99800.0000000037252903 443400.0000000037252903))",354550,354550,E0998N4433,65,25,0,35,0,0,75% tot 90%,15% tot 25%,minder dan 10%,20,262,35,1
"Polygon ((100200.0000000037252903 443400.0000000037252903, 100300.0000000037252903 443400.0000000037252903, 100300.0000000037252903 443300.0000000037252903, 100200.0000000037252903 443300.0000000037252903, 100200.0000000037252903 443400.0000000037252903))",354551,354551,E1002N4433,130,45,15,50,20,0,60% tot 75%,minder dan 8%,25% tot 45%,40,309,85,0
"Polygon ((86000.0000000037252903 443300.0000000037252903, 86100.0000000037252903 443300.0000000037252903, 86100.0000000037252903 443200.0000000074505806, 86000.0000000037252903 443200.0000000074505806, 86000.0000000037252903 443300.0000000037252903))",354940,354940,E0860N4432,0,0,0,0,0,0,geheim,geheim,geheim,0,-99997,0,0
"Polygon ((89400.0000000037252903 443300.0000000037252903, 89500 443300.0000000037252903, 89500 443200.0000000074505806, 89400.0000000037252903 443200.0000000074505806, 89400.0000000037252903 443300.0000000037252903))",354941,354941,E0894N4432,5,0,0,0,0,0,geheim,geheim,geheim,0,-99999,0,5
"Polygon ((89500 443300.0000000037252903, 89600 443300.0000000037252903, 89600 443200.0000000074505806, 89500 443200.0000000074505806, 89500 443300.0000000037252903))",354942,354942,E0895N4432,0,0,0,0,0,0,geheim,geheim,geheim,-99998,-99998,0,0
"Polygon ((89600 443300.0000000037252903, 89700.0000000037252903 443300.0000000037252903, 89700.0000000037252903 443200.0000000074505806, 89600 443200.0000000074505806, 89600 443300.0000000037252903))",354943,354943,E0896N4432,5,0,0,0,0,5,geheim,geheim,geheim,0,-99997,0,3
"Polygon ((89700.0000000037252903 443300.0000000037252903, 89800 443300.0000000037252903, 89800 443200.0000000074505806, 89700.0000000037252903 443200.0000000074505806, 89700.0000000037252903 443300.0000000037252903))",354944,354944,E0897N4432,5,5,0,0,0,0,geheim,geheim,geheim,0,-99997,0,3
"Polygon ((90400.0000000037252903 443300.0000000037252903, 90500.0000000037252903 443300.0000000037252903, 90500.0000000037252903 443200.0000000074505806, 90400.0000000037252903 443200.0000000074505806, 90400.0000000037252903 443300.0000000037252903))",354945,354945,E0904N4432,0,0,0,0,0,0,geheim,geheim,geheim,0,-99997,0,0
"Polygon ((90600 443300.0000000037252903, 90700 443300.0000000037252903, 90700 443200.0000000074505806, 90600 443200.0000000074505806, 90600 443300.0000000037252903))",354946,354946,E0906N4432,0,0,0,0,0,0,geheim,geheim,geheim,0,-99997,0,0
"Polygon ((90700 443300.0000000037252903, 90800.0000000037252903 443300.0000000037252903, 90800.0000000037252903 443200.0000000074505806, 90700 443200.0000000074505806, 90700 443300.0000000037252903))",354947,354947,E0907N4432,15,0,0,0,5,5,90% of meer,geen w. allochtoon,geen nw. allochtoon,10,261,5,14
"Polygon ((90800.0000000037252903 443300.0000000037252903, 90900 443300.0000000037252903, 90900 443200.0000000074505806, 90800.0000000037252903 443200.0000000074505806, 90800.0000000037252903 443300.0000000037252903))",354948,354948,E0908N4432,25,5,5,5,5,5,90% of meer,minder dan 8%,geen nw. allochtoon,5,371,15,15
"Polygon ((90900 443300.0000000037252903, 91000 443300.0000000037252903, 91000 443200.0000000074505806, 90900 443200.0000000074505806, 90900 443300.0000000037252903))",354949,354949,E0909N4432,20,5,0,5,10,5,75% tot 90%,geen w. allochtoon,10% tot 25%,10,230,15,7
"Polygon ((91000 443300.0000000037252903, 91100.0000000037252903 443300.0000000037252903, 91100.0000000037252903 443200.0000000074505806, 91000 443200.0000000074505806, 91000 443300.0000000037252903))",354950,354950,E0910N4432,60,10,10,20,15,5,90% of meer,minder dan 8%,geen nw. allochtoon,20,193,45,0
"Polygon ((91100.0000000037252903 443300.0000000037252903, 91200.0000000037252903 443300.0000000037252903, 91200.0000000037252903 443200.0000000074505806, 91100.0000000037252903 443200.0000000074505806, 91100.0000000037252903 443300.0000000037252903))",354951,354951,E0911N4432,10,0,0,0,5,5,90% of meer,geen w. allochtoon,geen nw. allochtoon,5,185,5,8
"Polygon ((93600 443300.0000000037252903, 93700.0000000037252903 443300.0000000037252903, 93700.0000000037252903 443200.0000000074505806, 93600 443200.0000000074505806, 93600 443300.0000000037252903))",354952,354952,E0936N4432,-99998,0,0,0,0,0,nihil,nihil,nihil,-99998,-99998,0,-99998
"Polygon ((93700.0000000037252903 443300.0000000037252903, 93800 443300.0000000037252903, 93800 443200.0000000074505806, 93700.0000000037252903 443200.0000000074505806, 93700.0000000037252903 443300.0000000037252903))",354953,354953,E0937N4432,-99998,0,0,0,0,0,nihil,nihil,nihil,-99998,-99998,0,-99998
"Polygon ((93800 443300.0000000037252903, 93900 443300.0000000037252903, 93900 443200.0000000074505806, 93800 443200.0000000074505806, 93800 443300.0000000037252903))",354954,354954,E0938N4432,0,0,0,0,0,0,geheim,geheim,geheim,0,-99997,0,0
"Polygon ((96100 443300.0000000037252903, 96200.0000000037252903 443300.0000000037252903, 96200.0000000037252903 443200.0000000074505806, 96100 443200.0000000074505806, 96100 443300.0000000037252903))",354955,354955,E0961N4432,0,0,0,0,0,0,geheim,geheim,geheim,0,-99997,0,0
"Polygon ((97300.0000000037252903 443300.0000000037252903, 97400.0000000037252903 443300.0000000037252903, 97400.0000000037252903 443200.0000000074505806, 97300.0000000037252903 443200.0000000074505806, 97300.0000000037252903 443300.0000000037252903))",354956,354956,E0973N4432,-99998,0,0,0,0,0,nihil,nihil,nihil,0,-99999,0,-99998
"Polygon ((97500 443300.0000000037252903, 97600 443300.0000000037252903, 97600 443200.0000000074505806, 97500 443200.0000000074505806, 97500 443300.0000000037252903))",354957,354957,E0975N4432,0,0,0,0,0,0,geheim,geheim,geheim,0,-99997,0,0
"Polygon ((97600 443300.0000000037252903, 97700.0000000037252903 443300.0000000037252903, 97700.0000000037252903 443200.0000000074505806, 97600 443200.0000000074505806, 97600 443300.0000000037252903))",354958,354958,E0976N4432,5,0,0,0,0,0,geheim,geheim,geheim,0,-99997,0,0
"Polygon ((97900 443300.0000000037252903, 98000.0000000037252903 443300.0000000037252903, 98000.0000000037252903 443200.0000000074505806, 97900 443200.0000000074505806, 97900 443300.0000000037252903))",354959,354959,E0979N4432,0,0,0,0,0,0,geheim,geheim,geheim,5,-99997,0,0
"Polygon ((98100.0000000037252903 443300.0000000037252903, 98200 443300.0000000037252903, 98200 443200.0000000074505806, 98100.0000000037252903 443200.0000000074505806, 98100.0000000037252903 443300.0000000037252903))",354960,354960,E0981N4432,10,0,0,0,5,0,geheim,geheim,geheim,5,-99997,5,10
"Polygon ((98200 443300.0000000037252903, 98300 443300.0000000037252903, 98300 443200.0000000074505806, 98200 443200.0000000074505806, 98200 443300.0000000037252903))",354961,354961,E0982N4432,-99998,0,0,0,0,0,nihil,nihil,nihil,0,-99999,0,-99998
"Polygon ((99200.0000000037252903 443300.0000000037252903, 99300 443300.0000000037252903, 99300 443200.0000000074505806, 99200.0000000037252903 443200.0000000074505806, 99200.0000000037252903 443300.0000000037252903))",354962,354962,E0992N4432,5,0,0,0,0,0,geheim,geheim,geheim,0,-99997,0,4
