wkt_geom,id,name,desc,ModeType,Rh1_Wd/h,Rd2_Wd/h,NRh_Wd/h,Rh1_We/h,Rh2_We/h,NRh_We/h
Point (92605.03008268961275462 437174.02170908858533949),181,Beurs,"Tramlijn 24, Tramlijn 21, Tramlijn 12, Tramlijn 8, Tramlijn 23, Tramlijn 25 Zone 5300 Halte is rolstoeltoegankelijk.",Tram,19,18,15,17,17,12
Point (98638.03247752305469476 434698.03401497198501602),182,Beverwaardseweg,Tramlijn 23 Zone 5324 Halte is rolstoeltoegankelijk.,Tram,4,4,3,4,4,3
Point (98648.03236969807767309 434726.03365405165823177),183,Beverwaardseweg,"Tramlijn 23, Tramlijn 12 Zone 5324 Halte is rolstoeltoegankelijk.",Tram,8,8,7,8,8,7
Point (92152.04475085635203868 430188.02087289351038635),184,Biezenlaan,Buslijn 182 Zone 5314,Bus,5,4,3,4,3,1
Point (82323.03562888743181247 436497.99863069277489558),185,Billitonlaan,Buslijn 56 Zone 5329,Bus,10,9,7,10,10,5
Point (82241.03555871656863019 436537.99922981340205297),186,Billitonlaan,"Buslijn 56, BOB-buslijn 2 Zone 5300",Bus,13,12,9,13,12,6
Point (83750.04678303645050619 431446.00190021115122363),187,Binnenban,Buslijn 80 Zone 5326,Bus,6,6,4,5,5,4
Point (83757.04676424157514703 431471.00265561672858894),188,Binnenban,"Buslijn 80, BOB-buslijn 7, BOB-buslijn 8 Zone 5300",Bus,16,16,12,15,13,9
Point (96448.0197707224288024 441670.03016816615127027),189,Binnenhof,Metrolijn A/B/C Zone 5321 Dit metrostation is toegankelijk met een rolstoel.,Metro,12,12,6,12,12,6
Point (96448.0197707224288024 441670.03016816615127027),190,Binnenhof,Metrolijn A/B/C Zone 5321 Dit metrostation is toegankelijk met een rolstoel.,Metro,12,12,6,12,12,6
Point (93260.02973436843603849 437220.0235382883111015),191,Blaak,Deze halte is tijdelijk komen te vervallen Zone 5300,Bus,4,4,2,3,3,2
Point (93260.02973436843603849 437220.0235382883111015),192,Blaak,Metrolijn A/B/C Zone 5300 Dit metrostation is toegankelijk met een rolstoel.,Metro,12,12,6,12,12,6
Point (93260.02973436843603849 437220.0235382883111015),193,Blaak,Metrolijn A/B/C Zone 5300 Dit metrostation is toegankelijk met een rolstoel.,Metro,12,12,6,12,12,6
Point (91082.02794791999622248 438446.01933215162716806),194,Blijdorp,Metrolijn E Zone 5300 Dit metrostation is toegankelijk met een rolstoel.,Metro,4,4,2,4,4,2
Point (91082.02794791999622248 438446.01933215162716806),195,Blijdorp,Metrolijn E Zone 5300 Dit metrostation is toegankelijk met een rolstoel.,Metro,4,4,2,4,4,2
Point (91146.0281458480458241 438330.01852003572275862),196,Blijdorp Metro,Buslijn 33 Zone 5300,Bus,8,5,4,8,7,2
Point (91147.02808532798371743 438366.01886383601231501),197,Blijdorp Metro,Buslijn 33 Zone 5300,Bus,8,5,4,8,7,2
Point (90038.02843332491465844 438383.01625927141867578),198,Blijdorpplein,"Buslijn 33, Buslijn 40 Zone 5300",Bus,11,7,6,10,9,4
Point (90002.02858620643382892 438327.0164696050924249),199,Blijdorpplein,"Buslijn 33, Buslijn 40 Zone 5300",Bus,11,7,6,10,9,4
Point (91842.03111576565424912 436813.02035437250742689),200,Bloemkwekersstraat,Tramlijn 4 Zone 5300,Tram,4,4,2,3,3,2
Point (91828.03111194708617404 436804.02093819493893534),201,Bloemkwekersstraat,Tramlijn 4 Zone 5300,Tram,4,4,2,3,3,2
Point (81938.03553044119325932 436609.9978891279315576),202,Blois van Treslongstraat,Buslijn 56 Zone 5329,Bus,10,9,7,10,10,5
Point (81856.03549712184758391 436631.99778307211818174),203,Blois van Treslongstraat,"Buslijn 56, BOB-buslijn 2 Zone 5300",Bus,13,12,9,13,12,6
Point (84945.02699800330447033 439801.00562124396674335),204,Boeier,"BOB-buslijn 3, Buslijn 121 Zone 5300",Bus,7,7,5,6,6,2
Point (84996.02692312315048184 439807.00490498635917902),205,Boeier,Buslijn 121 Zone 5327,Bus,1,1,1,1,1,0
Point (84966.027000562986359 439807.00582446099724621),206,Boeier,Tramlijn 21 Zone 5327 Halte is rolstoeltoegankelijk.,Tram,1,1,1,1,1,0
Point (84956.02696378515975084 439817.00572293211007491),207,Boeier,Tramlijn 21 Zone 5327 Halte is rolstoeltoegankelijk.,Tram,1,1,1,1,1,0
Point (99348.03181120465160348 434859.03551628766581416),208,Boele,Buslijn 140 Zone 5324,Bus,12,11,8,11,11,6
Point (99274.03184635702928063 434854.03559413703624159),209,Boele,Buslijn 140 Zone 5324,Bus,12,11,8,11,11,6
Point (87909.03247625500080176 436895.01167962240288034),210,Boerhaavelaan,"Buslijn 126, Buslijn 51, Buslijn 54 Zone 5319",Bus,17,14,12,14,12,6
Point (96039.04143523522361647 430705.02882672392297536),211,Boerhaavelaan,Buslijn 184 Zone 5328,Bus,3,3,2,2,1,0
Point (95959.04156082929694094 430689.02883442211896181),212,Boerhaavelaan,Buslijn 184 Zone 5328,Bus,3,3,2,2,1,0
Point (87902.03250178026792128 436888.01218307093949988),213,Boerhaavelaan,"Buslijn 51, Buslijn 126, Buslijn 54 Zone 5319",Bus,17,14,12,14,12,6
Point (93780.02731182622665074 438318.0245144022628665),214,Boezemsingel,Tramlijn 7 Zone 5300,Tram,2,2,1,2,2,1
Point (93759.0273460242751753 438299.02470961428480223),215,Boezemsingel,Tramlijn 7 Zone 5300,Tram,2,2,1,2,2,1
Point (93819.02677314972970635 438568.02441226271912456),216,Boezemstraat,Tramlijn 7 Zone 5300,Tram,2,2,1,2,2,1
Point (93788.02674166399810929 438600.02506464417092502),217,Boezemstraat,Tramlijn 7 Zone 5300,Tram,2,2,1,2,2,1
Point (93734.02770026853249874 438136.02500479074660689),218,Boezemweg,Deze halte is tijdelijk komen te vervallen Zone 5300,Bus,4,4,2,3,3,2
Point (93726.02770886309735943 438104.02464362408500165),219,Boezemweg,Deze halte is tijdelijk komen te vervallen Zone 5300,Bus,4,4,2,3,3,2
Point (85250.0491628288582433 430045.00545016385149211),220,Bongweg,BOB-buslijn 7 Zone 5300,Bus,4,4,3,4,2,1
Point (85214.0492247678921558 430012.00583038059994578),221,Bongweg,Buslijn 80 Zone 5326,Bus,6,6,4,5,5,4
Point (85210.04927775471878704 430001.00581810064613819),222,Bongweg,Buslijn 80 Zone 5326,Bus,6,6,4,5,5,4
Point (85919.0404972004762385 433707.00784697063500062),223,Boonstraat,Buslijn 69 Zone 5316,Bus,10,8,4,3,2,1
Point (85952.04047633292793762 433707.00751786481123418),224,Boonstraat,"Buslijn 69, BOB-buslijn 7 Zone 5300",Bus,14,12,7,7,4,2
Point (93994.99765696394024417 452773.02521858259569854),225,Bordeauxstraat,Buslijn 173 Zone 5441,Bus,5,4,2,5,4,2
Point (93993.99761952462722547 452796.02575153030920774),226,Bordeauxstraat,Buslijn 173 Zone 5441,Bus,5,4,2,5,4,2
Point (88685.02983271511038765 437957.01317008928162977),227,Bornissestraat,Buslijn 42 Zone 5315,Bus,3,4,2,3,2,2
Point (88657.02976207570463885 438009.01362581097055227),228,Bornissestraat,Buslijn 42 Zone 5315,Bus,3,4,2,3,2,2
Point (101765.01772938488284126 442102.04069412290118635),229,Bospolderstraat,BOB-buslijn 1 Zone 5300,Bus,3,3,1,2,2,1
Point (93738.01799646648578346 442862.02404504909645766),230,Bosweg,Buslijn 174 Zone 5310,Bus,4,3,3,3,2,1
Point (93754.01800524047575891 442880.02451984019717202),231,Bosweg,Buslijn 174 Zone 5310,Bus,4,3,3,3,2,1
Point (92750.01414247298089322 444817.02245561266317964),232,Boterdorpseweg,"Buslijn 170, Buslijn 173 Zone 5320",Bus,13,12,8,13,12,8
Point (92734.01413600664818659 444814.02199257974280044),233,Boterdorpseweg,"Buslijn 170, Buslijn 173 Zone 5320",Bus,13,12,8,13,12,8
Point (93783.01566631247987971 444006.02517826011171564),234,Boterdorpseweg,"Buslijn 174, Buslijn 172 Zone 5320",Bus,7,6,4,5,4,1
Point (93859.01574876421364024 443945.02434134372742847),235,Boterdorpseweg,"Buslijn 174, Buslijn 172, BOB-buslijn 10, BOB-buslijn 17 Zone 5300",Bus,15,12,9,12,9,3
Point (85135.04986765031935647 429761.00588328565936536),236,Botreep,Buslijn 80 Zone 5326,Bus,6,6,4,5,5,4
Point (85151.04974811099236831 429814.00520120211876929),237,Botreep,Buslijn 80 Zone 5326,Bus,6,6,4,5,5,4
Point (97618.02906410352443345 436689.03227577271172777),238,Bouman,"Buslijn 95, Buslijn 34 Zone 5311",Bus,9,9,9,7,7,5
Point (84832.04982769658090547 429857.0048506113816984),239,Bovensim,Buslijn 80 Zone 5326,Bus,6,6,4,5,5,4
Point (97595.02449105519917794 439064.03168184723472223),240,Bramanteplein,Buslijn 37 Zone 5321,Bus,4,1,1,2,1,1
Point (97599.02460466182674281 439025.03255291952518746),241,Bramanteplein,Buslijn 37 Zone 5321,Bus,4,1,1,2,1,1
Point (100723.01323554891860113 444656.03877451602602378),242,Brandingdijk,BOB-buslijn 1 Zone 5300,Bus,3,3,1,2,2,1
Point (96875.01872443890897557 442156.03057291236473247),243,Brantingweg,Buslijn 35 Zone 5321,Bus,8,8,4,7,4,4
Point (97001.01869736019580159 442166.03155734977917746),244,Brantingweg,"Buslijn 35, BOB-buslijn 1 Zone 5300",Bus,11,11,5,9,6,5
Point (102429.03779082059918437 430724.04159731778781861),245,Brasem,"Buslijn 143, Buslijn 146, Buslijn 245 Zone 5334",Bus,9,9,8,9,8,6
Point (102463.03753788149333559 430847.04160411766497418),246,Brasem,"Buslijn 145, Buslijn 146, Buslijn 245 Zone 5334",Bus,9,9,9,9,9,7
Point (97529.03598236893594731 433107.03234758193138987),247,Bredenoord,Tramlijn 2 Zone 5324,Tram,4,4,2,3,3,2
Point (97502.03601831730338745 433098.03174334671348333),248,Bredenoord,Tramlijn 2 Zone 5324,Tram,4,4,2,3,3,2
Point (94867.03556258830940351 434001.02702224650420249),249,Breeplein,Buslijn 77 Zone 5314,Bus,4,2,1,4,2,1
Point (94833.03577494889032096 433909.02670527721056715),250,Breeplein,"Buslijn 77, Buslijn 66 Zone 5314",Bus,10,7,5,9,5,2
Point (94950.035759020189289 433883.02703985350672156),251,Breeplein,"Tramlijn 2, Tramlijn 20 Zone 5314 Halte is rolstoeltoegankelijk.",Tram,6,6,2,3,3,4
Point (94867.03564509413263295 433950.02694371138932183),252,Breeplein,"Tramlijn 2, Tramlijn 20, Tramlijn 25 Zone 5314 Halte is rolstoeltoegankelijk.",Tram,9,9,6,8,8,6
Point (91888.03145723880152218 436626.02027180994627997),253,Breitnerstraat,Buslijn 32 Zone 5300,Bus,7,6,5,7,5,4
Point (91779.03157012470182963 436605.02003207203233615),254,Breitnerstraat,"Buslijn 32, Buslijn 44 Zone 5300",Bus,10,7,6,9,7,5
Point (92881.03548650094307959 434470.02232497144723311),255,Brielselaan,Deze halte is tijdelijk komen te vervallen Zone 5314,Bus,4,4,2,3,3,2
Point (92881.03556778414349537 434439.02217246865620837),256,Brielselaan,Deze halte is tijdelijk komen te vervallen Zone 5314,Bus,4,4,2,3,3,2
Point (92841.03571917989756912 434381.02242792717879638),257,Brielselaan,Tramlijn 2 Zone 5314,Tram,4,4,2,3,3,2
Point (92826.03578335324709769 434365.02275287371594459),258,Brielselaan,Tramlijn 2 Zone 5314,Tram,4,4,2,3,3,2
Point (87253.03227910821442492 437091.01101838977774605),259,Broersvest,Deze halte is tijdelijk komen te vervallen Zone 5319,Bus,4,4,2,3,3,2
Point (87239.03229114325949922 437108.01023812027415261),260,Broersvest,Deze halte is tijdelijk komen te vervallen Zone 5319,Bus,4,4,2,3,3,2
Point (87246.03232288970320951 437079.01085530832642689),261,Broersvest,"Tramlijn 24, Tramlijn 21 Zone 5319 Halte is rolstoeltoegankelijk.",Tram,5,5,4,4,4,2
Point (87247.03225214526173659 437119.01099130901275203),262,Broersvest,"Tramlijn 24, Tramlijn 21 Zone 5319 Halte is rolstoeltoegankelijk.",Tram,5,5,4,4,4,2
Point (101749.03534090403991286 432292.04004952654941007),263,Brouwerstraat,Buslijn 290 Zone 5334,Bus,12,12,9,10,10,5
Point (101718.03534452655003406 432304.04035209497669712),264,Brouwerstraat,Buslijn 290 Zone 5334,Bus,12,12,9,10,10,5
Point (92319.02313601091736928 440557.02198919776128605),265,Buitenzorg,"Buslijn 35, Buslijn 174 Zone 5310",Bus,12,11,7,10,6,5
Point (92304.02331878818222322 440486.02190772071480751),266,Buitenzorg,"Buslijn 35, Buslijn 174 Zone 5310",Bus,12,11,7,10,6,5
Point (90451.03076031504315324 437239.01794961607083678),267,Burg. Meineszplein,Buslijn 38 Zone 5300,Bus,6,5,5,5,4,4
Point (75339.03177447778580245 439114.98171799478586763),268,Burg. van de Brandelerstraat,BOB-buslijn 9 Zone 5300,Bus,1,1,1,1,1,0
Point (85684.03465655399486423 436328.00649998435983434),269,Burg. Van Haarenlaan,Buslijn 126 Zone 5319,Bus,5,4,3,3,4,1
Point (94244.02035709825577214 441636.0250974886585027),270,Burg. van Kempensingel,Buslijn 35 Zone 5310,Bus,8,8,4,7,4,4
Point (94238.02036813017912209 441649.02517715928843245),271,Burg. van Kempensingel,Buslijn 35 Zone 5310,Bus,8,8,4,7,4,4
Point (94253.02043961506569758 441598.02562232769560069),272,Burg. Van Kempensingel,Tramlijn 4 Zone 5310,Tram,4,4,2,3,3,2
Point (93570.0292048540286487 437394.02376267500221729),273,Burg. Van Walsumweg,"Tramlijn 24, Tramlijn 21 Zone 5300 Halte is rolstoeltoegankelijk.",Tram,5,5,4,4,4,2
Point (93588.02922436805965845 437401.0238833996700123),274,Burg. Van Walsumweg,"Tramlijn 24, Tramlijn 21 Zone 5300 Halte is rolstoeltoegankelijk.",Tram,5,5,4,4,4,2
Point (86367.03964761536917649 433992.00837043998762965),275,Burg. Verduynstraat,Buslijn 69 Zone 5316,Bus,10,8,4,3,2,1
Point (86365.03963018048671074 433994.00861178193008527),276,Burg. Verduynstraat,Buslijn 69 Zone 5316,Bus,10,8,4,3,2,1
Point (83545.03315611118159723 437345.00187479582382366),277,Burg. Verkadesingel,Buslijn 57 Zone 5329,Bus,8,6,4,5,4,3
Point (83545.03315611118159723 437345.00187479582382366),278,Burg. Verkadesingel,Buslijn 57 Zone 5329,Bus,8,6,4,5,4,3
Point (94440.03226726403227076 435743.02613313921028748),279,Burgdorfferstraat,Buslijn 66 Zone 5314,Bus,6,5,4,4,2,1
Point (94399.03211749347974546 435823.02620141988154501),280,Burgdorfferstraat,Buslijn 66 Zone 5314,Bus,6,5,4,4,2,1
Point (89023.02569738766760565 439803.01490152115002275),281,Burgemeester Bosstraat,Buslijn 33 Zone 5315,Bus,8,5,4,8,7,2
Point (88987.02578611989156343 439780.01478437992045656),282,Burgemeester Bosstraat,Buslijn 33 Zone 5315,Bus,8,5,4,8,7,2
Point (90309.03081604678300209 437231.01707463402999565),283,Burgemeester Meineszplein,"Buslijn 38, BOB-buslijn 2 Zone 5300",Bus,9,8,7,8,6,5
Point (100033.01960933566442691 441287.03724438865901902),284,Burgemeester Schalijlaan,BOB-buslijn 5 Zone 5300,Bus,9,7,4,7,6,2
Point (101098.0180147020437289 441999.03853279387112707),285,Burgemeester Vogelaarsingel,BOB-buslijn 1 Zone 5300,Bus,3,3,1,2,2,1
Point (85693.03462335605581757 436335.00639418058563024),286,Burggemeester van Haarenlaan,"Buslijn 126, BOB-buslijn 2 Zone 5300",Bus,8,7,5,9,10,2
Point (100163.02877626637928188 436306.03736132301855832),287,Busstation Krimp. ad Ijssel,"Buslijn 97, Buslijn 96 Zone 5322",Bus,8,6,4,8,6,2
Point (99956.01523102974169888 443664.03694085957249627),288,Busstation Nesselande Metro,BOB-buslijn 1 Zone 5300,Bus,3,3,1,2,2,1
Point (81319.03591432067332789 436557.99629620043560863),289,Buys Ballotlaan,Buslijn 56 Zone 5329,Bus,10,9,7,10,10,5
Point (93479.02199329121503979 440966.0238059448893182),290,C.N.A. Looslaan,BOB-buslijn 17 Zone 5300,Bus,4,3,3,2,2,1
Point (93464.02196694249869324 440970.02395196323050186),291,C.N.A. Looslaan,Tramlijn 4 Zone 5310,Tram,4,4,2,3,3,2
Point (93479.02199329121503979 440966.0238059448893182),292,C.N.A. Looslaan,Tramlijn 4 Zone 5310,Tram,4,4,2,3,3,2
Point (87429.02645996463252231 439679.01112540200119838),293,Ca?rostraat,Buslijn 42 Zone 5315,Bus,3,4,2,3,2,2
Point (100203.02477706360514276 438483.0373453259235248),294,Capelle Centrum,"Buslijn 31, Buslijn 37 Zone 5322",Bus,7,3,3,4,2,2
Point (100208.02483276906423271 438456.03742203395813704),295,Capelle Centrum,"Buslijn 31, Buslijn 37 Zone 5322",Bus,7,3,3,4,2,2
Point (100095.02501385158393532 438379.03675272630061954),296,Capelle Centrum,Metrolijn A/B/C Zone 5322 Dit metrostation is toegankelijk met een rolstoel.,Metro,12,12,6,12,12,6
Point (100095.02501385158393532 438379.03675272630061954),297,Capelle Centrum,Metrolijn A/B/C Zone 5322 Dit metrostation is toegankelijk met een rolstoel.,Metro,12,12,6,12,12,6
Point (100281.02500752548803575 438315.036861457163468),298,Capelle Centrum/Kerklaan,BOB-buslijn 4 Zone 5300,Bus,12,10,8,10,7,4
Point (97880.02788864314788952 437264.03303976828465238),299,Capelsebrug,Metrolijn A/B/C Zone 5311 Dit metrostation is toegankelijk met een rolstoel.,Metro,12,12,6,12,12,6
Point (97880.02788864314788952 437264.03303976828465238),300,Capelsebrug,Metrolijn A/B/C Zone 5311 Dit metrostation is toegankelijk met een rolstoel.,Metro,12,12,6,12,12,6
Point (97880.02788864314788952 437264.03303976828465238),301,Capelsebrug,Metrolijn A/B/C Zone 5311 Dit metrostation is toegankelijk met een rolstoel.,Metro,12,12,6,12,12,6
Point (97897.02789843190112151 437264.03245953156147152),302,Capelsebrug Hoog,"Buslijn 37, Buslijn 34 Zone 5311",Bus,6,3,3,4,3,2
Point (97989.02776303215068765 437306.03245159779908136),303,Capelsebrug Laag,BOB-buslijn 4 Zone 5300,Bus,12,10,8,10,7,4
Point (98020.02774940794915892 437306.03289463452529162),304,Capelsebrug Laag,"Buslijn 37, Buslijn 34 Zone 5311",Bus,6,3,3,4,3,2
Point (97969.02780394916771911 437292.03298027958953753),305,Capelsebrug Metro,Buslijn 95 Zone 5311,Bus,7,7,7,5,5,4
Point (97942.02780584921129048 437293.03310198750114068),306,Capelsebrug Metro,"Buslijn 97, Buslijn 98, Buslijn 96 Zone 5311",Bus,14,11,7,14,10,4
Point (99167.02311976472265087 439537.03515815094579011),307,Capelseweg,Buslijn 31 Zone 5321,Bus,3,2,2,2,1,1
Point (99211.02324838146159891 439459.03489881055429578),308,Capelseweg,Buslijn 31 Zone 5321,Bus,3,2,2,2,1,1
Point (92467.03786550663062371 433439.02175042405724525),309,Carnissesingel,"Buslijn 73, Buslijn 67, Buslijn 44 Zone 5314",Bus,12,7,7,10,8,5
Point (92569.03776857844786718 433458.02234081050846726),310,Carnissesingel,"Buslijn 73, Buslijn 67, Buslijn 44 Zone 5314",Bus,12,7,7,10,8,5
Point (95612.03860468373750336 432288.0281194897252135),311,Catullusweg,Buslijn 70 Zone 5314,Bus,6,6,5,6,6,4
Point (95617.03862887615105137 432257.0279778852709569),312,Catullusweg,Buslijn 70 Zone 5314,Bus,6,6,5,6,6,4
Point (95636.04294679926533718 430068.0288443744648248),313,Cellolaan,Buslijn 184 Zone 5328,Bus,3,3,2,2,1,0
Point (95629.04300710689858533 430052.02835582132684067),314,Cellolaan,Buslijn 184 Zone 5328,Bus,3,3,2,2,1,0
Point (92986.99727657542098314 452925.02311951026786119),315,Centrum West,Buslijn 173 Zone 5441,Bus,5,4,2,5,4,2
Point (100254.01470355401397683 443920.03733674512477592),316,Cesar Domelastraat,BOB-buslijn 1 Zone 5300,Bus,3,3,1,2,2,1
Point (94391.03415773811866529 434811.02609281934564933),317,Christiaan de Wetstraat,Buslijn 77 Zone 5314,Bus,4,2,1,4,2,1
Point (94383.0341862584464252 434799.02609777497127652),318,Christiaan de Wetstraat,Buslijn 77 Zone 5314,Bus,4,2,1,4,2,1
Point (92692.03058708098251373 436887.02240990794962272),319,Churchillplein,"Tramlijn 12, Tramlijn 8, Tramlijn 23, Tramlijn 25 Zone 5300 Halte is rolstoeltoegankelijk.",Tram,14,13,11,13,13,10
Point (92687.03046779650321696 436950.02212196693290025),320,Churchillplein,"Tramlijn 12, Tramlijn 8, Tramlijn 23, Tramlijn 25 Zone 5300 Halte is rolstoeltoegankelijk.",Tram,14,13,11,13,13,10
Point (91137.03181868768297136 436606.01871209597447887),321,Claes de Vrieselaan,"Buslijn 32, Buslijn 44 Zone 5300",Bus,10,7,6,9,7,5
Point (91118.03186218072369229 436602.01874005870195106),322,Claes de Vrieselaan,"Buslijn 32, Buslijn 44 Zone 5300",Bus,10,7,6,9,7,5
Point (91191.03171446424676105 436650.01910027692792937),323,Claes de Vrieselaan,Deze halte is tijdelijk komen te vervallen Zone 5300,Bus,4,4,2,3,3,2
Point (91187.03184167439758312 436596.01943420275347307),324,Claes de Vrieselaan,Deze halte is tijdelijk komen te vervallen Zone 5300,Bus,4,4,2,3,3,2
Point (91238.03201170329703018 436495.01955259602982551),325,Claes de Vrieselaan,Tramlijn 4 Zone 5300 Halte is rolstoeltoegankelijk via deur 1 en 2 van de tram.,Tram,4,4,2,3,3,2
Point (91173.03205303625145461 436473.01875600597122684),326,Claes de Vrieselaan,Tramlijn 4 Zone 5300 Halte is rolstoeltoegankelijk via deur 1 en 2 van de tram.,Tram,4,4,2,3,3,2
Point (88642.04374626776552759 431610.01405239629093558),327,Columbusstraat,Buslijn 69 Zone 5316,Bus,10,8,4,3,2,1
Point (88643.04376959230285138 431583.01376774249365553),328,Columbusstraat,Buslijn 69 Zone 5316,Bus,10,8,4,3,2,1
Point (91153.03282284369925037 436122.01855245983460918),329,Coolhaven,BOB-buslijn 3 Zone 5300,Bus,6,6,4,5,5,2
Point (91128.03275382949505001 436153.01882104342803359),330,Coolhaven,BOB-buslijn 3 Zone 5300,Bus,6,6,4,5,5,2
Point (91097.03298526314029004 436053.01875717024086043),331,Coolhaven,Metrolijn A/B/C Zone 5300 Dit metrostation is toegankelijk met een rolstoel.,Metro,12,12,12,12,12,6
Point (91097.03298526314029004 436053.01875717024086043),332,Coolhaven,Metrolijn A/B/C Zone 5300 Dit metrostation is toegankelijk met een rolstoel.,Metro,12,12,12,12,12,6
Point (97331.02001692014164291 441451.03183937101857737),333,Cordell Hullplaats,"Buslijn 35, BOB-buslijn 5 Zone 5300",Bus,17,15,8,14,10,6
Point (85095.01264570133935194 446016.0057410275330767),334,Cornelis Drebbelweg,Buslijn 40 Zone 5426,Bus,3,2,2,2,2,2
Point (85067.0124764928186778 446081.00597957387799397),335,Cornelis Drebbelweg,Buslijn 40 Zone 5426,Bus,3,2,2,2,2,2
Point (93505.0310970843420364 436500.02445155603345484),336,Cornelis Trompstraat,"Buslijn 32, Buslijn 48 Zone 5300",Bus,16,12,9,15,12,8
Point (86211.04022950251237489 433755.00860431464388967),337,Cornelis van Dijckstraat,Buslijn 69 Zone 5316,Bus,10,8,4,3,2,1
Point (86211.04022950251237489 433755.00860431464388967),338,Cornelis van Dijckstraat,Buslijn 69 Zone 5316,Bus,10,8,4,3,2,1
Point (93389.02607541382894851 438967.02352361578959972),339,Crooswijksebocht,Buslijn 39 Zone 5300,Bus,5,3,2,4,2,1
Point (93616.02670491521712393 438634.0237809227546677),340,Crooswijksestraat,Buslijn 39 Zone 5300,Bus,5,3,2,4,2,1
Point (93582.02673997888632584 438631.02444345148978755),341,Crooswijksestraat,"Buslijn 39, BOB-buslijn 1 Zone 5300",Bus,8,6,3,6,4,2
Point (93582.02673997888632584 438631.02444345148978755),342,Crooswijksestraat,Tramlijn 7 Zone 5300,Tram,2,2,1,2,2,1
