wkt_geom,id,name,desc,ModeType,Rh1_Wd/h,Rd2_Wd/h,NRh_Wd/h,Rh1_We/h,Rh2_We/h,NRh_We/h
Point (101527.03590132940735202 432068.03965476399753243),449,Donkerslootweg,Buslijn 290 Zone 5334,Bus,12,12,9,10,10,5
Point (101363.03596810997987632 432091.03975930419983342),450,Donkerslootweg,Buslijn 290 Zone 5334,Bus,12,12,9,10,10,5
Point (98380.02955228148493916 436285.03321744292043149),451,Doormanstraat,Buslijn 34 Zone 5311,Bus,2,2,2,2,2,1
Point (105378.04578212430351414 424970.04633939731866121),452,Dordrecht Centrum,Buslijn 144 Zone 5360,Bus,3,2,2,3,1,1
Point (105426.04582703171763569 424913.04621782881440595),453,Dordrecht Centrum,Buslijn 144 Zone 5360,Bus,3,2,2,3,1,1
Point (94065.01391827945190016 444846.02506243903189898),454,Dorpsstraat,Buslijn 174 Zone 5320,Bus,4,3,3,3,2,1
Point (94075.01383482688106596 444870.02480279881274328),455,Dorpsstraat,"Buslijn 174, BOB-buslijn 10, BOB-buslijn 17 Zone 5300",Bus,12,9,8,10,7,3
Point (95703.04224948934279382 430405.02887436153832823),456,Dorpsstraat,Buslijn 184 Zone 5328,Bus,3,3,2,2,1,0
Point (95707.04224464553408325 430399.02880934142740443),457,Dorpsstraat,Buslijn 184 Zone 5328,Bus,3,3,2,2,1,0
Point (92054.0367694445012603 434048.02047448250232264),458,Dorpsweg,Deze halte is tijdelijk komen te vervallen Zone 5314,Bus,4,4,2,3,3,2
Point (91823.03697343074600212 434020.02033692592522129),459,Dorpsweg,Deze halte is tijdelijk komen te vervallen Zone 5314,Bus,4,4,2,3,3,2
Point (92070.03679057525005192 434033.02066748111974448),460,Dorpsweg,Tramlijn 2 Zone 5314,Tram,4,4,2,3,3,2
Point (92049.03675035359628964 434051.02083271759329364),461,Dorpsweg,Tramlijn 2 Zone 5314,Tram,4,4,2,3,3,2
Point (98572.02461568210856058 438844.03428022557636723),462,Dotterlei,Buslijn 37 Zone 5321,Bus,4,1,1,2,1,1
Point (98571.02464034636795986 438842.03388396755326539),463,Dotterlei,Buslijn 37 Zone 5321,Bus,4,1,1,2,1,1
Point (98555.02451464204932563 438900.03386388649232686),464,Dotterlei,Buslijn 37 Zone 5321,Bus,4,1,1,2,1,1
Point (98555.02455040364293382 438902.03442366601666436),465,Dotterlei,Buslijn 37 Zone 5321,Bus,4,1,1,2,1,1
Point (100548.03649717535881791 432007.03723505965899676),466,Dr Colijnstraat,"Buslijn 143, Buslijn 144, Buslijn 145, Buslijn 245 Zone 5334",Bus,11,10,9,11,8,5
Point (100591.03659952009911649 431959.03767475619679317),467,Dr Colijnstraat,"Buslijn 143, Buslijn 144, Buslijn 145, Buslijn 245 Zone 5334",Bus,11,10,9,11,8,5
Point (81684.05565492197638378 428207.99791071400977671),468,Dreef,BOB-buslijn 8 Zone 5326,Bus,6,6,5,6,6,4
Point (96216.02060223565786146 441291.02959045703755692),469,Droogbloem,Buslijn 35 Zone 5321,Bus,8,8,4,7,4,4
Point (96225.02049415992223658 441317.02913425373844802),470,Droogbloem,"Buslijn 35, BOB-buslijn 1 Zone 5300",Bus,11,11,5,9,6,5
Point (90840.0395821390702622 433000.01889092189958319),471,Drutenstraat,Buslijn 72 Zone 5314,Bus,4,3,1,2,3,1
Point (85613.04856625117827207 430220.00680947228102013),472,Duifhuisweg,BOB-buslijn 7 Zone 5300,Bus,4,4,3,4,2,1
Point (100528.02440447338449303 438602.0379675118601881),473,Duikerlaan,Buslijn 31 Zone 5322,Bus,3,2,2,2,1,1
Point (100540.02444070081401151 438604.03792987111955881),474,Duikerlaan,"Buslijn 31, BOB-buslijn 4 Zone 5300",Bus,15,12,10,12,8,5
Point (90323.00957153824856505 447133.01738836447475478),475,Duikersloot,BOB-buslijn 10 Zone 5300,Bus,4,3,2,4,3,1
Point (97175.02302245669125114 439905.03183460427680984),476,Duikerstraat,Buslijn 36 Zone 5321,Bus,4,2,1,3,2,1
Point (97194.02302316346322186 439905.03117451444268227),477,Duikerstraat,"Buslijn 36, BOB-buslijn 5 Zone 5300",Bus,13,9,5,10,8,3
Point (95424.03908155512181111 432095.02780553756747395),478,Dumasstraat,Buslijn 70 Zone 5314,Bus,6,6,5,6,6,4
Point (95499.038944872081629 432113.0277579104877077),479,Dumasstraat,Buslijn 70 Zone 5314,Bus,6,6,5,6,6,4
Point (96807.03446023764263373 434083.03116351540666074),480,Dwarsdijk,Deze halte is tijdelijk komen te vervallen Zone 5324,Bus,4,4,2,3,3,2
Point (96707.03451101778773591 434102.03099062375258654),481,Dwarsdijk,Deze halte is tijdelijk komen te vervallen Zone 5324,Bus,4,4,2,3,3,2
Point (96632.0342621871677693 434218.02979161951225251),482,Dwarsdijk,Tramlijn 23 Zone 5324 Halte is rolstoeltoegankelijk.,Tram,4,4,3,4,4,3
Point (96616.03436193818924949 434193.03031025850214064),483,Dwarsdijk,"Tramlijn 23, Tramlijn 12 Zone 5324 Halte is rolstoeltoegankelijk.",Tram,8,8,7,8,8,7
Point (94411.00279823652817868 450275.02617579721845686),484,Edelgasstraat,Buslijn 170 Zone 5441,Bus,8,8,8,8,8,6
Point (94414.00272964386385866 450303.0261410791426897),485,Edelgasstraat,Buslijn 170 Zone 5441,Bus,8,8,6,8,8,6
Point (96968.00847947329748422 447379.0317334245191887),486,Edisonlaan,Buslijn 173 Zone 5330,Bus,5,4,2,5,4,2
Point (97054.00838652535458095 447425.03110119007760659),487,Edisonlaan,Buslijn 173 Zone 5330,Bus,5,4,2,5,4,2
Point (96967.00849963746441063 447389.03075377823552117),488,Edisonlaan,"Buslijn 173, BOB-buslijn 17 Zone 5300",Bus,9,7,5,8,6,3
Point (71632.01409995384165086 446160.97235336317680776),489,Edisonstraat,BOB-buslijn 19 Zone 5300,Bus,6,5,4,3,3,1
Point (90664.0362020864704391 434619.0174665468512103),490,Eekhoutstraat,Buslijn 72 Zone 5314,Bus,4,3,1,2,3,1
Point (90595.0362313232908491 434645.01839607354486361),491,Eekhoutstraat,Buslijn 72 Zone 5314,Bus,4,3,1,2,3,1
Point (88625.03868801401404198 433936.0134177808649838),492,Eemhavenweg,Buslijn 68 Zone 5316,Bus,5,5,3,4,4,2
Point (88625.03856085189909209 433982.01301296544261277),493,Eemhavenweg,Buslijn 68 Zone 5316,Bus,5,5,3,4,4,2
Point (96786.00973680270544719 446751.03099024132825434),494,Eendendreef,Buslijn 173 Zone 5330,Bus,5,4,2,5,4,2
Point (96779.00988708905060776 446679.03132142231334001),495,Eendendreef,"Buslijn 173, BOB-buslijn 17 Zone 5300",Bus,9,7,5,8,6,3
Point (92092.03104174470354337 436784.02146511542377993),496,Eendrachtsplein,"Buslijn 32, Buslijn 46 Zone 5300",Bus,13,12,10,13,11,8
Point (92072.03104608805733733 436799.0205483611789532),497,Eendrachtsplein,"Buslijn 32, Buslijn 46, BOB-buslijn 11 Zone 5300",Bus,14,13,11,14,12,9
Point (92113.03109465158195235 436775.02057286736089736),498,Eendrachtsplein,Metrolijn A/B/C Zone 5300 Dit metrostation is toegankelijk met een rolstoel.,Metro,12,12,12,12,12,6
Point (92113.03109465158195235 436775.02057286736089736),499,Eendrachtsplein,Metrolijn A/B/C Zone 5300 Dit metrostation is toegankelijk met een rolstoel.,Metro,12,12,12,12,12,6
Point (92088.03077187031158246 436932.02125625242479146),500,Eendrachtsplein,Tramlijn 4 Zone 5300,Tram,4,4,2,3,3,2
Point (92069.03086665995942894 436890.02085365320090204),501,Eendrachtsplein,Tramlijn 4 Zone 5300,Tram,4,4,2,3,3,2
Point (92120.03084583269082941 436870.0208881400176324),502,Eendrachtsplein,"Tramlijn 7, Tramlijn 20 Zone 5300 Halte is rolstoeltoegankelijk.",Tram,4,4,3,4,4,3
Point (92129.03095263926661573 436844.02126716426573694),503,Eendrachtsplein,"Tramlijn 7, Tramlijn 20 Zone 5300 Halte is rolstoeltoegankelijk.",Tram,4,4,3,4,4,3
Point (81850.05222293145197909 429613.99739781918469816),504,Eerste Heulbrugstraat,BOB-buslijn 8 Zone 5326,Bus,6,6,5,6,6,4
Point (86164.0397536201053299 433990.00768202426843345),505,Eewoutstraat,Buslijn 69 Zone 5316,Bus,10,8,4,3,2,1
Point (86164.0397536201053299 433990.00768202426843345),506,Eewoutstraat,Buslijn 69 Zone 5316,Bus,10,8,4,3,2,1
Point (74854.03187390147650149 439158.98001128400210291),507,Einthovendreef,"Buslijn 126, Buslijn 226 Zone 5349",Bus,9,7,5,7,7,3
Point (102205.02683829498710111 436935.04108025744790211),508,Els,Buslijn 97 Zone 5322,Bus,4,3,2,4,3,1
Point (102204.02684171612781938 436945.0409593879012391),509,Els,Buslijn 98 Zone 5322,Bus,6,5,3,6,4,2
Point (91463.03245500684715807 436254.02009386935969815),510,Erasmus MC,"Buslijn 44, Buslijn 46, BOB-buslijn 11 Zone 5300",Bus,10,8,7,9,9,6
Point (91483.03232643200317398 436283.01950150215998292),511,Erasmus MC/'s-Gravendijkwal,"Buslijn 44, Buslijn 46 Zone 5300",Bus,9,7,6,8,8,5
Point (95540.0296241465548519 436822.02868558937916532),512,Erasmus Universiteit,Tramlijn 7 Zone 5311,Tram,2,2,1,2,2,1
Point (81389.03650384342472535 436300.99645883054472506),513,Erasmusplein,Buslijn 56 Zone 5329,Bus,10,9,7,10,10,5
Point (81374.03653765167109668 436294.99716694909147918),514,Erasmusplein,"Buslijn 56, BOB-buslijn 2 Zone 5300",Bus,13,12,9,13,12,6
Point (92224.02393184982065577 440189.02124814089620486),515,Erasmussingel,"Buslijn 35, Buslijn 174 Zone 5310",Bus,12,11,7,10,6,5
Point (92235.02388415101449937 440213.02157282078405842),516,Erasmussingel,"Buslijn 35, Buslijn 174, BOB-buslijn 10 Zone 5300",Bus,16,14,9,14,9,6
Point (95327.02816162594535854 437620.02729168906807899),517,Essenlaan,Tramlijn 7 Zone 5300,Tram,2,2,1,2,2,1
Point (95338.02814168101758696 437607.02800706698326394),518,Essenlaan,Tramlijn 7 Zone 5300,Tram,2,2,1,2,2,1
Point (92069.0272285246901447 438640.02081852039555088),519,Eudokiaplein,BOB-buslijn 10 Zone 5300,Bus,4,3,2,4,3,1
Point (92069.0272285246901447 438640.02081852039555088),520,Eudokiaplein,"BOB-buslijn 17, BOB-buslijn 10 Zone 5300",Bus,8,6,5,7,5,2
Point (92121.02702464547473937 438704.02087842545006424),521,Eudokiaplein,Tramlijn 4 Zone 5300,Tram,4,4,2,3,3,2
Point (92125.02711731311865151 438668.0209606924909167),522,Eudokiaplein,Tramlijn 4 Zone 5300,Tram,4,4,2,3,3,2
Point (91676.03297270147595555 435942.02064884215360507),523,Euromast / Erasmus MC,Tramlijn 8 Zone 5300 Halte is rolstoeltoegankelijk.,Tram,3,2,2,2,2,1
Point (91691.0330393034091685 435935.02005422243382782),524,Euromast / Erasmus MC,Tramlijn 8 Zone 5300 Halte is rolstoeltoegankelijk.,Tram,3,2,2,2,2,1
Point (96385.04148669594724197 430589.03005896089598536),525,Evertsenstraat,Buslijn 183 Zone 5328,Bus,3,3,2,2,2,2
Point (96385.04148669594724197 430589.03005896089598536),526,Evertsenstraat,"Buslijn 183, BOB-buslijn 11 Zone 5300",Bus,4,4,3,3,3,3
Point (97206.02945217043452431 436591.03166596335358918),527,Fascinatio,Buslijn 95 Zone 5311,Bus,7,7,7,5,5,4
Point (101024.029048948752461 435984.03818110743304715),528,Fidelio,Buslijn 97 Zone 5322,Bus,4,3,2,4,3,1
Point (101025.0290461753756972 435998.0389491225942038),529,Fidelio,Buslijn 98 Zone 5322,Bus,6,5,3,6,4,2
Point (84613.04531940040760674 431871.0041902078082785),530,Fideliolaan,Buslijn 78 Zone 5326,Bus,12,12,6,10,10,5
Point (84618.04535122444212902 431859.00464441522490233),531,Fideliolaan,Buslijn 78 Zone 5326,Bus,12,12,6,10,10,5
Point (82499.03447570845310111 436962.9991326630115509),532,Floreslaan,Buslijn 126 Zone 5329,Bus,5,4,3,3,4,1
Point (82515.03439913966576569 436980.99900982819963247),533,Floreslaan,Buslijn 126 Zone 5329,Bus,5,4,3,3,4,1
Point (94837.00011789359268732 451608.02684762392891571),534,Fokkerstraat,Buslijn 173 Zone 5441,Bus,5,4,2,5,4,2
Point (94881.00019050389528275 451587.02766873018117622),535,Fokkerstraat,Buslijn 173 Zone 5441,Bus,5,4,2,5,4,2
Point (87340.02975262718973681 438221.01091282884590328),536,Fokkerstraat,Buslijn 53 Zone 5327,Bus,4,4,3,4,4,3
Point (87347.02970047245617025 438252.01050981157459319),537,Fokkerstraat,"Buslijn 53, BOB-buslijn 3 Zone 5300",Bus,10,10,7,9,9,5
Point (92798.99787203545565717 452627.02260474226204678),538,Fonteinbos,Buslijn 170 Zone 5441,Bus,8,8,6,8,8,6
Point (92831.99794857276719995 452599.02337436709785834),539,Fonteinbos,Buslijn 170 Zone 5441,Bus,8,8,6,8,8,6
Point (86824.99433129116368946 453993.0097508464823477),540,Forepark,Metrolijn E Zone 5411 Dit metrostation is toegankelijk met een rolstoel.,Metro,4,4,2,4,4,2
Point (86877.99451181170297787 453917.01063872908707708),541,Forepark,Metrolijn E Zone 5411 Dit metrostation is toegankelijk met een rolstoel.,Metro,4,4,2,4,4,2
Point (91823.03697343074600212 434020.02033692592522129),542,Frans Bekkerstraat,Deze halte is tijdelijk komen te vervallen Zone 5314,Bus,4,4,2,3,3,2
Point (91852.0370319519424811 433971.02038069011177868),543,Frans Bekkerstraat,Deze halte is tijdelijk komen te vervallen Zone 5314,Bus,4,4,2,3,3,2
Point (91826.03696610784390941 434000.01995855220593512),544,Frans Bekkerstraat,Tramlijn 2 Zone 5314,Tram,4,4,2,3,3,2
Point (91807.037008908810094 433979.02000297408085316),545,Frans Bekkerstraat,Tramlijn 2 Zone 5314,Tram,4,4,2,3,3,2
Point (88569.03208277573867235 436966.01308875496033579),546,Franselaan,Buslijn 38 Zone 5319,Bus,6,5,5,5,4,4
Point (88460.03204043774167076 436986.01321568561252207),547,Franselaan,"Buslijn 38, BOB-buslijn 3 Zone 5300",Bus,12,11,9,10,9,6
Point (91537.0155051641195314 444279.0197034158045426),548,Freesiastraat,Buslijn 172 Zone 5320,Bus,3,3,1,2,2,0
Point (91537.0155051641195314 444279.0197034158045426),549,Freesiastraat,Buslijn 172 Zone 5320,Bus,3,3,1,2,2,0
Point (102432.0257511833042372 437494.04076608608011156),550,Fresia,Buslijn 97 Zone 5322,Bus,4,3,2,4,3,1
Point (102433.02579814070486464 437478.04155134700704366),551,Fresia,Buslijn 98 Zone 5322,Bus,6,5,3,6,4,2
Point (91975.03815478589967825 433410.02050936437444761),552,Fuutstraat,Buslijn 67 Zone 5314,Bus,6,4,4,5,3,2
Point (91949.03822733275592327 433391.02084280684357509),553,Fuutstraat,Buslijn 67 Zone 5314,Bus,6,4,4,5,3,2
Point (86262.04027199190750252 433721.00817712425487116),554,G.A. Soetemanweg,Buslijn 69 Zone 5316,Bus,10,8,4,3,2,1
Point (86268.04027516892529093 433717.00796560844173655),555,G.A. Soetemanweg,Buslijn 69 Zone 5316,Bus,10,8,4,3,2,1
Point (97840.02125483521376736 440733.03322391939582303),556,G.H. Betzweg,"Buslijn 30, Buslijn 36, Buslijn 31, Buslijn 37 Zone 5321",Bus,14,8,6,10,6,5
Point (97846.02121652968344279 440732.03327309939777479),557,G.H. Betzweg,"Buslijn 30, Buslijn 36, Buslijn 31, Buslijn 37 Zone 5321",Bus,14,8,6,10,6,5
Point (83979.04576753661967814 431847.00346371420891955),558,Gaarde,BOB-buslijn 8 Zone 5300,Bus,6,6,5,6,6,4
Point (93323.03530788540956564 434473.0240177902742289),559,Gaesbeekstraat,Deze halte is tijdelijk komen te vervallen Zone 5314,Bus,4,4,2,3,3,2
Point (83234.03799448009522166 435334.00138017500285059),560,Galgkade,Buslijn 57 Zone 5329,Bus,8,6,4,5,4,3
Point (83292.03792128918576054 435359.00117867707740515),561,Galgkade,Buslijn 57 Zone 5329,Bus,8,6,4,5,4,3
Point (89150.03325212237541564 436319.01476186601212248),562,Galvanistraat,BOB-buslijn 3 Zone 5300,Bus,6,6,4,5,5,2
Point (91252.03640813278616406 434402.0194430008996278),563,Garage Sluisjesdijk,"Buslijn 73, Buslijn 46 Zone 5314",Bus,10,9,6,8,9,5
Point (89291.02426104906771798 440448.01532604929525405),564,Gatwickbaan,Buslijn 33 Zone 5315,Bus,8,5,4,8,7,2
Point (89257.02426834810466971 440445.01552656682906672),565,Gatwickbaan,Buslijn 33 Zone 5315,Bus,8,5,4,8,7,2
Point (100609.03806551173329353 431143.03738097078166902),566,Geerlaan,Buslijn 143 Zone 5334,Bus,2,2,1,2,1,0
Point (100561.03820815341896378 431084.03817279834765941),567,Geerlaan,Buslijn 145 Zone 5334,Bus,2,2,2,2,2,1
Point (84755.05501485546119511 427605.00498305493965745),568,Geertruida Bosboom Toussaintlaan,BOB-buslijn 8 Zone 5326,Bus,6,6,5,6,6,4
Point (92148.01281341620779131 445515.02175895037362352),569,Gemeentewerf,Buslijn 172 Zone 5320,Bus,3,3,1,2,2,0
Point (92148.01281341620779131 445515.02175895037362352),570,Gemeentwerf,Buslijn 172 Zone 5320,Bus,3,3,1,2,2,0
Point (89555.02836091932840645 438503.01608283584937453),571,Gerard Sannehof,Buslijn 33 Zone 5315,Bus,8,5,4,8,7,2
Point (89634.02836064250732306 438495.01575407839845866),572,Gerard Sannehof,Buslijn 33 Zone 5315,Bus,8,5,4,8,7,2
Point (91410.01623022780404426 443946.02004683174891397),573,Gerberasingel,Buslijn 172 Zone 5320,Bus,3,3,1,2,2,0
Point (91403.01625011532451026 443933.0195415435009636),574,Gerberasingel,Buslijn 172 Zone 5320,Bus,3,3,1,2,2,0
Point (94378.02797726953576785 437867.02607759920647368),575,Gerdesiaweg,Metrolijn A/B/C Zone 5300 Dit metrostation is toegankelijk met een rolstoel.,Metro,12,12,12,12,12,6
Point (94378.02797726953576785 437867.02607759920647368),576,Gerdesiaweg,Metrolijn A/B/C Zone 5300 Dit metrostation is toegankelijk met een rolstoel.,Metro,12,12,12,12,12,6
Point (90659.02263532398501411 441001.01845311571378261),577,Gilze-Rijenstraat,Buslijn 50 Zone 5310,Bus,8,6,4,7,6,3
Point (90671.02273740021337289 440974.018040084047243),578,Gilze-Rijenstraat,Buslijn 50 Zone 5310,Bus,8,6,4,7,6,3
Point (101096.02710058793309145 437046.0389338982058689),579,Gouden Regen,Buslijn 97 Zone 5322,Bus,4,3,2,4,3,1
Point (101160.02696994674624875 437085.03866428165929392),580,Gouden Regen,Buslijn 98 Zone 5322,Bus,6,5,3,6,4,2
Point (86608.01089201949071139 446689.00936691323295236),581,Gouden Rijderplein,BOB-buslijn 10 Zone 5300,Bus,4,3,2,4,3,1
Point (99628.03761123721778858 431694.03619183821137995),582,Goudenregenplantsoen,Buslijn 146 Zone 5334,Bus,3,3,3,3,3,3
Point (99723.03737332718446851 431771.03636781935347244),583,Goudenregenplantsoen,Buslijn 146 Zone 5334,Bus,3,3,3,3,3,3
Point (99269.02424362828605808 438913.03570015355944633),584,Goudenregenstraat,Buslijn 37 Zone 5321,Bus,4,1,1,2,1,1
Point (99287.02424571772280615 438926.03556551656220108),585,Goudenregenstraat,Buslijn 37 Zone 5321,Bus,4,1,1,2,1,1
Point (101599.01577673501742538 443191.03995261073578149),586,Goudmos,BOB-buslijn 1 Zone 5300,Bus,3,3,1,2,2,1
Point (97362.02643454102508258 438119.03133487986633554),587,Govert Terlouwstraat,BOB-buslijn 4 Zone 5300,Bus,12,10,8,10,7,4
Point (97405.02028771780896932 441275.03207512816879898),588,Graskruid,Buslijn 35 Zone 5321,Bus,8,8,4,7,4,4
Point (97397.02044109033886343 441206.03223576955497265),589,Graskruid,"Buslijn 35, BOB-buslijn 5 Zone 5300",Bus,17,15,8,14,10,6
Point (97421.02015495605883189 441335.03169431013520807),590,Graskruid,Metrolijn A/B/C Zone 5321 Dit metrostation is toegankelijk met een rolstoel.,Metro,12,12,6,12,12,6
Point (97421.02015495605883189 441335.03169431013520807),591,Graskruid,Metrolijn A/B/C Zone 5321 Dit metrostation is toegankelijk met een rolstoel.,Metro,12,12,6,12,12,6
Point (93726.0197684996528551 441996.0243342699832283),592,Grindweg,"Buslijn 35, Buslijn 174 Zone 5310",Bus,12,11,7,10,6,5
Point (93740.01974730301299132 442005.02438669238472357),593,Grindweg,"Buslijn 35, Buslijn 174, BOB-buslijn 10, BOB-buslijn 17 Zone 5300",Bus,20,17,12,17,11,7
Point (94358.00497900680056773 449204.02562671678606421),594,Groendalseweg,Buslijn 170 Zone 5330,Bus,8,8,8,8,8,6
Point (94347.00507099815877154 449168.02603473572526127),595,Groendalseweg,Buslijn 170 Zone 5330,Bus,8,8,8,8,8,6
Point (94274.03754819753521588 433140.02501604525605217),596,Groene Hilledijk,Buslijn 76 Zone 5314,Bus,7,7,6,6,6,4
Point (94249.03762273641768843 433121.02587264141766354),597,Groene Hilledijk,Buslijn 76 Zone 5314,Bus,7,7,6,6,6,4
Point (94256.03762446707696654 433115.02598745084833354),598,Groene Hilledijk,Tramlijn 25 Zone 5314 Halte is rolstoeltoegankelijk.,Tram,3,3,2,3,3,2
Point (94271.03753586168750189 433146.02529989782487974),599,Groene Hilledijk,Tramlijn 25 Zone 5314 Halte is rolstoeltoegankelijk.,Tram,3,3,2,3,3,2
Point (97514.03472651362244505 433769.03154768695821986),600,Groene Tuin,Tramlijn 2 Zone 5324,Tram,4,4,2,3,3,2
Point (95647.02883785071026068 437201.02881715755211189),601,Groene Wetering,Tramlijn 7 Zone 5311,Tram,2,2,1,2,2,1
Point (95601.02902001549955457 437109.02796650171512738),602,Groene Wetering,Tramlijn 7 Zone 5311,Tram,2,2,1,2,2,1
Point (101684.0361882584693376 431846.03939522732980549),603,Groenendijk,Buslijn 290 Zone 5334,Bus,12,12,9,10,10,5
Point (101640.036229312652722 431858.03950206306762993),604,Groenendijk,Buslijn 290 Zone 5334,Bus,12,12,9,10,10,5
Point (73752.02208782333764248 443020.97756890679011121),605,Groeneweg,BOB-buslijn 19 Zone 5300,Bus,6,5,4,3,3,1
Point (96718.00513064136612229 449119.03108792088460177),606,Groenteveiling,Buslijn 173 Zone 5330,Bus,5,4,2,5,4,2
Point (97566.03500398746109568 433614.03251614136388525),607,Grote Hagen,"Buslijn 183, Buslijn 145, BOB-buslijn 16 Zone 5300",Bus,10,9,7,8,7,5
Point (97560.0351680385065265 433549.0322232986218296),608,Grote Hagen,"Buslijn 183, Buslijn 70, Buslijn 76, Buslijn 145 Zone 5324",Bus,18,18,15,16,16,11
Point (97620.03512663154106122 433541.03270680300192907),609,Grote Hagen,"Tramlijn 2, Tramlijn 23 Zone 5324 Halte is rolstoeltoegankelijk.",Tram,8,8,5,7,7,5
Point (97618.03520668274722993 433512.03204929427010939),610,Grote Hagen,"Tramlijn 2, Tramlijn 23, Tramlijn 12 Zone 5324 Halte is rolstoeltoegankelijk.",Tram,12,12,9,11,11,9
Point (96921.00921237799047958 447019.0306306469719857),611,Gruttostraat,Buslijn 173 Zone 5330,Bus,5,4,2,5,4,2
Point (96973.00915440049720928 447064.03168293263297528),612,Gruttostraat,"Buslijn 173, BOB-buslijn 17 Zone 5300",Bus,9,7,5,8,6,3
Point (92065.03745928950957023 433716.02150730934226885),613,Gruttostraat,Buslijn 44 Zone 5314,Bus,3,1,1,2,2,1
Point (92064.03749713012075517 433712.02066817146260291),614,Gruttostraat,"Buslijn 44, BOB-buslijn 7, BOB-buslijn 11 Zone 5300",Bus,8,6,5,7,5,3
Point (92006.037583839148283 433679.0208078411524184),615,Gruttostraat,Buslijn 46 Zone 5314,Bus,6,6,5,6,6,4
Point (91986.03758139655110426 433674.02077480411389843),616,Gruttostraat,Buslijn 46 Zone 5314,Bus,6,6,5,6,6,4
Point (86472.02010001016606111 442640.00901234161574394),617,Halfwege,Buslijn 40 Zone 5325,Bus,3,2,2,2,2,2
Point (86472.02011609745386522 442629.00878341536736116),618,Halfwege,Buslijn 40 Zone 5325,Bus,3,2,2,2,2,2
Point (104030.04767512180842459 424441.04436930170049891),619,Handelskade,Buslijn 144 Zone 5360,Bus,3,2,2,3,1,1
Point (104088.04757328328560106 424491.04414980066940188),620,Handelskade,Buslijn 144 Zone 5360,Bus,3,2,2,3,1,1
Point (98224.0409177668771008 430329.03297248954186216),621,Handelsweg I,Buslijn 187 Zone 5334,Bus,2,1,1,2,1,1
Point (98224.0409177668771008 430329.03297248954186216),622,Handelsweg I,"Buslijn 187, Buslijn 188 Zone 5328",Bus,8,7,5,7,6,3
Point (98021.04026005475316197 430727.0327743292436935),623,Handelsweg II,Buslijn 187 Zone 5334,Bus,2,1,1,2,1,1
Point (98021.04026005475316197 430727.0327743292436935),624,Handelsweg II,"Buslijn 187, Buslijn 188 Zone 5328",Bus,8,7,5,7,6,3
Point (85417.0263166866498068 440015.0066374862799421),625,Harreweg,BOB-buslijn 3 Zone 5300,Bus,6,6,4,5,5,2
Point (85417.0263166866498068 440015.0066374862799421),626,Harreweg,"Buslijn 53, Buslijn 51, Buslijn 121 Zone 5327",Bus,12,10,9,12,10,7
Point (85398.02635197537892964 440018.00632710155332461),627,Harreweg,Tramlijn 21 Zone 5327 Halte is rolstoeltoegankelijk.,Tram,1,1,1,1,1,0
Point (93909.04599578742636368 429059.02451260003726929),628,Havenkwartier,Buslijn 182 Zone 5328,Bus,5,4,3,4,3,1
Point (93894.04623354878276587 428938.0252764371689409),629,Havenkwartier,"Buslijn 182, BOB-buslijn 11 Zone 5300",Bus,6,5,4,5,4,2
Point (92279.0198764544329606 442127.021283203153871),630,Hazelaarweg,Buslijn 35 Zone 5310,Bus,8,8,4,7,4,4
Point (92277.0198983077716548 442097.02171521633863449),631,Hazelaarweg,"Buslijn 35, BOB-buslijn 10 Zone 5300",Bus,12,11,6,11,7,5
Point (82268.05524251007591374 428228.99847966607194394),632,Heemraadlaan,BOB-buslijn 8 Zone 5326,Bus,6,6,5,6,6,4
Point (82247.05519432181608863 428262.99934034224133939),633,Heemraadlaan,"Metrolijn A/B/C, Metrolijn D Zone 5336 Dit metrostation is toegankelijk met een rolstoel.",Metro,24,24,12,24,24,12
Point (82247.05519432181608863 428262.99934034224133939),634,Heemraadlaan,"Metrolijn A/B/C, Metrolijn D Zone 5336 Dit metrostation is toegankelijk met een rolstoel.",Metro,24,24,12,24,24,12
Point (90773.03213755368778948 436535.01813838677480817),635,Heemraadsplein,Buslijn 32 Zone 5300,Bus,7,6,5,7,5,4
Point (90758.03208132716827095 436541.01790274307131767),636,Heemraadsplein,Buslijn 32 Zone 5300,Bus,7,6,5,7,5,4
Point (90928.0318793783953879 436602.01832077628932893),637,Heemraadsplein,Buslijn 44 Zone 5300,Bus,3,1,1,2,2,1
Point (90826.03197778348112479 436580.01889188989298418),638,Heemraadsplein,Buslijn 44 Zone 5300,Bus,3,1,1,2,2,1
Point (90882.03233995295886416 436417.01811193785397336),639,Heemraadsplein,Deze halte is tijdelijk komen te vervallen Zone 5300,Bus,4,4,2,3,3,2
Point (90915.03232696585473605 436400.01838833751389757),640,Heemraadsplein,Tramlijn 4 Zone 5300 Halte is rolstoeltoegankelijk via deur 1 en 2 van de tram.,Tram,4,4,2,3,3,2
Point (90947.03228883615520317 436410.01867467461852357),641,Heemraadsplein,Tramlijn 4 Zone 5300 Halte is rolstoeltoegankelijk via deur 1 en 2 van de tram.,Tram,4,4,2,3,3,2
Point (72345.01665397347824182 445148.97410289570689201),642,Heenweg,BOB-buslijn 19 Zone 5300,Bus,6,5,4,3,3,1
Point (92471.02828677363868337 438047.02141964115435258),643,Heer Bokelweg,Buslijn 39 Zone 5300,Bus,5,3,2,4,2,1
